"V1"	"V2"	"V3"	"V4"
"87"	0.2	0.27	0.24	0.31
"88"	0.6	0.51	0.78	0.64
"89"	0.5	0.51	0.47	0.49
"90"	0.79	0.84	0.35	0.51
"91"	0.49	0.6	0.32	0.47
"92"	0.37	0.46	0.5	0.54
"93"	0.38	0.33	0.44	0.38
"94"	0.86	0.76	0.75	0.66
"95"	0.88	0.81	0.46	0.48
"96"	0.74	0.63	0.73	0.62
"97"	0.88	0.78	0.64	0.58
"98"	0.69	0.8	0.55	0.68
"99"	0.7	0.8	0.69	0.76
"100"	0.92	0.93	0.84	0.87
"101"	0.81	0.83	NA	NA
"102"	0.21	NA	0.23	NA
"103"	0.58	0.97	0.14	0.74
"104"	0.11	0.34	0.17	0.41
"105"	0.23	0.28	0.26	0.32
"106"	0.9	0.9	0.91	0.89
"107"	0.22	0.49	0.26	0.5
"108"	0.44	0.53	0.35	0.45
"109"	0.95	NA	0.41	NA
"110"	0.72	0.74	0.57	0.61
"111"	0.95	0.95	0.57	0.67
"112"	0.92	0.83	0.5	0.49
"113"	0.24	0.4	0.11	0.25
"114"	0.074	0.12	0.091	0.15
"115"	0.0439999999999999	0.0329999999999999	0.0479999999999999	0.0459999999999999
"116"	0.3	0.49	0.12	0.31
"117"	0.55	0.82	0.41	0.69
"118"	0.71	0.81	0.67	0.75
"119"	0.64	0.68	0.49	0.56
"120"	0.22	0.41	0.39	0.53
"121"	0.88	0.75	0.35	0.35
"122"	0.03	0.0369999999999999	0.0349999999999999	0.0499999999999999
"123"	0.89	0.94	0.37	0.61
"124"	0.04	0.0589999999999999	0.0389999999999999	0.07
"125"	0.034	0.069	0.024	0.0639999999999999
"126"	0.24	0.18	0.52	0.38
"127"	0.0569999999999999	0.13	0.14	0.26
"128"	0.24	0.35	0.29	0.39
"129"	0.95	0.92	0.35	0.45
"130"	0.0569999999999999	0.2	0.0579999999999999	0.21
"131"	0.17	0.11	0.5	0.31
"132"	0.88	0.89	0.38	0.53
"133"	0.81	0.84	0.65	0.7
"134"	0.9	0.85	0.91	0.84
"135"	0.93	0.82	0.91	0.77
"136"	0.85	0.87	0.69	0.74
"137"	0.61	0.84	0.43	0.68
"138"	0.82	0.93	0.85	0.92
"139"	0.9	0.77	NA	NA
"140"	0.97	0.87	0.95	0.8
"141"	0.94	0.89	0.71	0.67
"142"	0.27	0.29	0.089	0.14
"143"	0.087	0.11	0.08	0.12
"144"	0.67	0.79	0.44	0.59
"145"	0.091	0.35	0.15	0.44
"146"	0.11	0.32	0.0549999999999999	0.21
"147"	0.15	0.3	0.084	0.21
"148"	0.14	0.26	0.0639999999999999	0.16
"149"	0.03	0.24	0.16	0.54
"150"	0.13	0.11	0.13	0.12
"151"	0.65	0.83	0.21	0.49
"152"	0.028	0.0509999999999999	0.0389999999999999	0.077
"153"	0.5	0.58	0.65	0.68
"154"	0.21	0.47	0.16	0.41
"155"	0.27	0.56	0.53	0.72
"156"	0.79	0.78	0.3	0.41
"157"	0.0369999999999999	0.13	0.03	0.13
"158"	0.0599999999999999	0.22	0.0509999999999999	0.2
"159"	0.094	0.17	0.19	0.29
"160"	0.11	0.26	0.12	0.29
"161"	0.37	0.53	0.18	0.36
"162"	0.98	0.98	0.59	0.72
"163"	0.96	0.95	0.62	0.7
"164"	0.59	0.62	0.95	0.9
"165"	0.67	0.65	0.99	0.95
"166"	0.96	0.97	0.9	0.92
"167"	0.94	0.85	0.74	0.64
"168"	0.8	0.92	0.51	0.74
"169"	0.93	0.84	0.77	0.66
"170"	0.4	0.61	0.87	0.89
"171"	0.57	0.64	0.52	0.58
"172"	0.16	0.4	0.24	0.47
"173"	0.26	0.39	0.48	0.55
"174"	0.078	0.32	0.0539999999999999	0.25
"175"	0.07	0.33	0.026	0.17
"176"	0.52	0.75	0.37	0.61
"177"	0.53	0.47	0.68	0.58
"178"	0.39	0.72	0.17	0.51
"179"	0.55	0.5	0.28	0.31
"180"	0.15	0.12	0.32	0.24
"181"	0.7	0.83	0.57	0.72
"182"	0.21	0.34	0.2	0.33
"183"	0.76	0.89	0.55	0.74
"184"	0.6	0.77	0.57	0.73
"185"	0.93	0.94	0.67	0.75
"186"	NA	NA	NA	NA
"187"	NA	NA	NA	NA
"188"	NA	NA	0.96	0.6
"189"	0.97	0.99	0.28	0.74
"190"	0.21	0.18	0.78	0.6
"191"	0.9	0.91	0.077	0.21
"192"	0.0629999999999999	0.28	0.0459999999999999	0.22
"193"	0.0629999999999999	0.47	0.0439999999999999	0.38
"194"	0.42	0.5	0.52	0.57
"195"	0.78	0.83	0.2	0.38
"196"	0.088	0.094	0.12	0.12
"197"	0.59	0.14	0.68	0.21
"198"	0.42	0.62	0.47	0.64
"199"	0.75	0.82	0.6	0.71
"200"	0.55	0.89	0.85	0.96
"201"	0.98	0.99	0.43	0.77
"202"	0.89	0.93	0.71	0.81
"203"	0.79	0.95	0.32	0.7
"204"	0.92	0.97	0.65	0.87
"205"	0.5	0.7	0.19	0.44
"206"	0.75	0.76	0.7	0.71
"207"	0.72	0.76	0.19	0.34
"208"	0.33	0.46	0.33	0.46
"209"	0.6	0.64	0.73	0.73
"210"	0.58	0.7	0.54	0.65
"211"	0.034	0.16	0.075	0.28
"212"	0.2	0.36	0.12	0.26
"213"	0.021	0.17	0.02	0.17
"214"	0.0629999999999999	0.13	0.092	0.19
"215"	0.12	0.11	0.13	0.12
"216"	0.87	0.9	0.44	0.57
"217"	0.0589999999999999	0.083	0.081	0.11
"218"	0.6	0.95	0.12	0.62
"219"	0.073	0.0519999999999999	0.098	0.073
"220"	0.04	0.26	0.027	0.2
"221"	0.0619999999999999	0.16	0.0449999999999999	0.13
"222"	0.18	0.4	0.1	0.3
"223"	0.0289999999999999	0.14	0.0329999999999999	0.15
"224"	0.11	0.24	0.25	0.42
"225"	0.48	0.72	0.42	0.65
"226"	0.075	0.18	0.0429999999999999	0.12
"227"	0.66	0.85	0.46	0.68
"228"	0.12	0.23	0.16	0.28
"229"	0.23	0.59	0.1	0.41
"230"	0.1	0.31	0.069	0.24
"231"	0.27	0.8	0.18	0.67
"232"	0.59	0.55	0.16	0.22
"233"	0.0639999999999999	0.1	0.074	0.12
"234"	0.84	0.94	0.53	0.76
"235"	0.48	0.69	0.26	0.51
"236"	0.32	0.34	0.36	0.37
"237"	0.0619999999999999	0.1	0.071	0.12
"238"	0.67	0.9	0.42	0.74
"239"	0.94	0.85	0.94	0.84
"240"	0.59	0.61	0.5	0.53
"241"	0.26	0.49	0.19	0.41
"242"	0.0589999999999999	0.35	0.0569999999999999	0.33
"243"	0.16	0.54	0.12	0.46
"244"	0.014	0.069	0.03	0.12
"245"	0.2	0.47	0.66	0.79
"246"	0.12	0.5	0.23	0.61
"247"	0.12	0.22	0.23	0.34
"248"	0.0449999999999999	0.1	0.0639999999999999	0.14
"249"	0.44	0.39	0.0509999999999999	0.085
"250"	0.93	0.89	0.19	0.3
"251"	0.095	0.12	0.16	0.19
"252"	0.25	0.5	0.4	0.6
"253"	0.32	0.61	0.39	0.65
"254"	0.072	0.25	0.0499999999999999	0.19
"255"	0.13	0.34	0.0629999999999999	0.21
"256"	0.73	0.88	0.26	0.54
"257"	0.022	0.0469999999999999	0.0289999999999999	0.0669999999999999
"258"	0.57	0.73	0.45	0.62
"259"	0.00900000000000001	0.31	0.004	0.19
"260"	0.52	0.69	0.45	0.62
"261"	0.0499999999999999	0.16	0.0659999999999999	0.2
"262"	0.83	0.87	0.7	0.76
"263"	0.14	0.36	0.07	0.24
"264"	0.0419999999999999	0.16	0.0289999999999999	0.13
"265"	0.026	0.07	0.0449999999999999	0.11
"266"	0.51	0.16	0.8	0.37
"267"	0.26	0.35	0.26	0.35
"268"	0.0489999999999999	0.15	0.0569999999999999	0.18
"269"	0.33	0.5	0.1	0.27
"270"	0.12	0.32	0.11	0.3
"271"	0.21	0.45	0.44	0.61
"272"	0.6	0.5	0.57	0.48
"273"	0.61	0.64	0.76	0.73
"274"	0.37	0.58	0.32	0.53
"275"	0.1	0.33	0.14	0.39
"276"	0.085	0.36	0.072	0.32
"277"	0.71	0.79	0.31	0.49
"278"	0.29	0.28	0.26	0.28
"279"	0.97	0.98	0.17	0.5
"280"	0.14	0.18	0.0549999999999999	0.099
"281"	0.15	0.68	0.086	0.54
"282"	0.49	0.56	0.12	0.25
"283"	0.15	0.36	0.17	0.38
"284"	0.18	0.16	0.16	0.15
"285"	0.027	0.0509999999999999	0.0489999999999999	0.09
"286"	0.11	0.0509999999999999	0.11	0.0659999999999999
"287"	0.26	0.46	0.11	0.28
"288"	0.01	0.086	0.00900000000000001	0.086
"289"	0.99	0.99	0.78	0.89
"290"	0.0449999999999999	0.1	0.032	0.095
"291"	0.9	0.94	0.64	0.79
"292"	0.0609999999999999	0.2	0.11	0.29
"293"	0.96	0.98	0.71	0.87
"294"	0.99	0.99	0.44	0.48
"295"	0.99	0.99	0.61	0.73
"296"	0.89	0.75	0.74	0.6
"297"	0.81	0.97	0.72	0.94
"298"	0.99	0.99	0.71	0.9
"299"	0.97	0.92	0.69	0.64
"300"	0.98	0.87	0.8	0.57
"301"	0.58	0.77	0.51	0.69
"302"	0.87	0.91	0.56	0.69
"303"	0.79	0.51	0.92	0.65
"304"	0.83	0.47	0.99	0.91
"305"	0.7	0.4	0.89	0.57
"306"	0.0599999999999999	0.28	0.51	0.74
"307"	0.24	0.26	0.33	0.34
"308"	0.99	0.99	0.8	0.64
"309"	0.22	0.28	0.55	0.54
"310"	0.91	0.83	0.85	0.75
"311"	0.23	0.15	0.2	0.14
"312"	0.19	0.36	0.13	0.29
"313"	0.31	0.39	0.52	0.55
"314"	0.39	0.58	0.43	0.59
"315"	0.0519999999999999	0.19	0.07	0.24
"316"	0.0679999999999999	0.24	0.0449999999999999	0.18
"317"	0.015	0.16	0.017	0.17
"318"	0.02	0.0649999999999999	0.022	0.076
"319"	0.96	0.89	0.52	0.48
"320"	0.19	0.55	0.04	0.24
"321"	0.098	0.14	0.12	0.18
"322"	0.19	0.55	0.27	0.59
"323"	0.016	0.0519999999999999	0.0289999999999999	0.087
"324"	0.96	0.98	0.27	0.56
"325"	0.0599999999999999	0.14	0.027	0.085
"326"	0.98	0.98	0.73	0.79
"327"	0.22	0.13	0.086	0.074
"328"	0.99	0.98	0.68	0.74
"329"	0.0599999999999999	0.028	0.1	0.0519999999999999
"330"	0.34	0.73	0.52	0.81
"331"	0.22	0.36	0.28	0.41
"332"	0.77	0.79	0.77	0.77
"333"	0.54	0.79	0.11	0.39
"334"	0.12	0.45	0.078	0.35
"335"	0.78	0.77	0.45	0.51
"336"	0.99	0.98	0.66	0.72
"337"	0.92	0.98	0.21	0.63
"338"	0.6	0.88	0.27	0.62
"339"	0.1	0.076	0.13	0.11
"340"	0.1	0.16	0.0559999999999999	0.11
"341"	0.072	0.18	0.0539999999999999	0.15
"342"	0.28	0.58	0.66	0.82
"343"	0.87	0.94	0.64	0.83
"344"	0.44	0.8	0.69	0.89
"345"	0.5	0.56	0.86	0.81
"346"	0.83	0.86	0.86	0.85
"347"	0.84	0.93	0.52	0.72
"348"	0.37	0.28	0.53	0.41
"349"	0.98	0.81	0.77	0.48
"350"	0.36	0.73	0.39	0.72
"351"	0.84	0.94	0.2	0.53
"352"	0.49	0.6	0.36	0.5
"353"	0.71	0.67	0.63	0.6
"354"	0.2	0.35	0.39	0.49
"355"	0.78	0.51	0.81	0.54
"356"	0.027	0.18	0.0289999999999999	0.19
"357"	0.22	0.35	0.2	0.35
"358"	0.14	0.23	0.13	0.24
"359"	0.9	0.93	0.34	0.56
"360"	0.52	0.46	0.37	0.36
"361"	0.27	0.39	0.61	0.62
"362"	0.0629999999999999	0.23	0.17	0.41
"363"	0.77	0.8	0.77	0.77
"364"	0.72	0.77	0.67	0.72
"365"	0.17	0.53	0.54	0.77
"366"	0.44	0.48	0.4	0.45
"367"	0.95	0.85	0.76	0.61
"368"	0.64	0.87	0.37	0.66
"369"	0.94	0.96	0.67	0.81
"370"	0.85	0.97	0.71	0.92
"371"	0.72	0.78	0.62	0.69
"372"	0.96	0.92	0.98	0.95
"373"	0.99	0.99	0.92	0.98
"374"	0.92	0.69	0.84	0.58
"375"	0.28	0.43	0.47	0.55
"376"	0.93	0.93	0.7	0.75
"377"	0.88	0.97	0.33	0.72
"378"	0.26	0.85	0.23	0.78
"379"	0.56	0.27	0.63	0.35
"380"	0.25	0.41	0.47	0.57
"381"	0.37	0.45	0.37	0.45
"382"	0.66	0.52	0.56	0.45
"383"	0.89	0.93	0.2	0.45
"384"	0.93	0.97	0.47	0.75
"385"	0.0639999999999999	0.093	0.0559999999999999	0.097
"386"	0.079	0.13	0.084	0.15
"387"	0.085	0.21	0.095	0.24
"388"	0.38	0.71	0.29	0.61
"389"	0.46	0.67	0.66	0.78
"390"	0.97	0.97	0.67	0.75
"391"	0.88	0.66	0.95	0.78
"392"	0.8	0.76	0.44	0.48
"393"	0.34	0.46	0.46	0.54
"394"	0.14	0.34	0.16	0.37
"395"	0.49	0.6	0.081	0.22
"396"	0.65	0.85	0.43	0.67
"397"	0.48	0.62	0.96	0.94
"398"	0.88	0.81	0.32	0.38
"399"	0.53	0.7	0.63	0.75
"400"	0.24	0.27	0.22	0.27
"401"	0.99	0.92	0.59	0.45
"402"	0.15	0.3	0.1	0.24
"403"	0.47	0.59	0.54	0.63
"404"	0.025	0.22	0.028	0.24
"405"	0.98	0.96	0.89	0.87
"406"	0.35	0.64	0.18	0.49
"407"	0.021	0.1	0.027	0.13
"408"	0.25	0.4	0.19	0.35
"409"	0.43	0.5	0.59	0.6
"410"	0.46	0.54	0.35	0.46
"411"	0.34	0.48	0.59	0.64
"412"	0.81	0.81	0.34	0.47
"413"	0.2	0.44	0.23	0.47
"414"	0.14	0.39	0.1	0.33
"415"	0.28	0.46	0.3	0.46
"416"	0.089	0.099	0.095	0.12
"417"	0.14	0.35	0.094	0.28
"418"	0.22	0.34	0.34	0.42
"419"	0.35	0.44	0.4	0.47
"420"	0.81	0.82	0.63	0.68
"421"	0.6	0.56	0.57	0.54
"422"	0.78	0.79	0.31	0.45
"423"	0.41	0.51	0.57	0.61
"424"	0.6	0.92	0.7	0.93
"425"	0.46	0.45	0.85	0.73
"426"	0.74	0.67	0.79	0.7
"427"	0.72	0.69	0.45	0.5
"428"	0.54	0.71	0.41	0.59
"429"	0.2	0.52	0.17	0.47
"430"	0.91	0.94	0.14	0.42
"431"	0.99	0.95	0.071	0.11
"432"	0.31	0.28	0.25	0.25
"433"	0.74	0.86	0.34	0.57
"434"	0.46	0.55	0.86	0.83
"435"	0.29	0.31	0.47	0.43
"436"	0.6	0.39	0.55	0.36
"437"	0.99	0.99	0.54	0.63
"438"	0.58	0.85	0.38	0.69
"439"	NA	NA	NA	NA
"440"	NA	NA	NA	NA
"441"	NA	NA	NA	NA
"442"	0.42	0.36	0.39	0.34
"443"	0.89	0.89	0.8	0.81
"444"	0.67	0.82	0.29	0.54
"445"	0.0659999999999999	0.21	0.071	0.23
"446"	0.083	0.25	0.073	0.23
"447"	NA	NA	NA	NA
"448"	0.49	0.74	0.18	0.49
"449"	0.17	0.25	0.097	0.18
"450"	0.43	0.62	0.28	0.51
"451"	0.16	0.41	0.13	0.38
"452"	0.0449999999999999	0.23	0.071	0.31
"453"	0.46	0.47	0.29	0.36
"454"	0.55	0.6	0.81	0.78
"455"	0.48	0.53	0.85	0.79
"456"	0.99	0.99	0.67	0.86
"457"	0.26	0.47	0.18	0.39
"458"	0.17	0.31	0.28	0.41
"459"	0.46	0.73	0.19	0.51
"460"	0.79	0.5	0.66	0.41
"461"	0.64	0.83	0.83	0.89
"462"	0.69	0.68	0.62	0.61
"463"	0.64	0.75	0.49	0.62
"464"	0.9	0.87	0.79	0.75
"465"	0.39	0.41	0.37	0.41
"466"	0.33	0.33	0.4	0.39
"467"	0.14	0.29	0.2	0.36
"468"	0.7	0.66	0.62	0.59
"469"	0.98	0.97	0.47	0.61
"470"	0.078	0.23	0.15	0.35
"471"	0.25	0.45	0.14	0.34
"472"	0.18	0.46	0.13	0.39
"473"	0.61	0.096	0.8	0.18
"474"	0.11	0.49	0.13	0.51
"475"	0.034	0.077	0.12	0.19
"476"	0.46	0.44	0.42	0.42
"477"	0.65	0.45	0.71	0.5
"478"	0.5	0.63	0.42	0.56
"479"	0.66	0.59	0.72	0.62
"480"	0.3	0.49	0.13	0.33
"481"	0.59	0.7	0.42	0.56
"482"	0.15	0.24	0.12	0.22
"483"	0.52	0.54	0.24	0.34
"484"	0.32	0.45	0.25	0.4
"485"	0.3	0.47	0.42	0.54
"486"	0.76	0.77	0.58	0.64
"487"	0.51	0.63	0.44	0.57
"488"	0.2	0.33	0.23	0.36
"489"	0.59	0.75	0.53	0.68
"490"	0.87	0.74	0.48	0.43
"491"	0.56	0.54	0.39	0.41
"492"	0.3	0.55	0.38	0.59
"493"	0.19	0.28	0.28	0.37
"494"	0.23	0.32	0.12	0.21
"495"	0.61	0.68	0.49	0.58
"496"	0.45	0.59	0.35	0.51
"497"	0.84	0.9	0.51	0.68
"498"	0.96	0.95	0.76	0.79
"499"	0.99	0.95	0.69	0.51
"500"	0.16	0.51	0.077	0.36
"501"	0.42	0.62	0.48	0.65
"502"	0.75	0.54	0.88	0.66
"503"	0.95	0.94	0.61	0.69
"504"	0.71	0.73	0.74	0.74
"505"	0.82	0.93	0.61	0.83
"506"	0.54	0.75	0.55	0.74
"507"	0.24	NA	0.22	NA
"508"	0.098	0.19	0.14	0.25
"509"	0.14	0.36	0.14	0.35
"510"	0.69	0.78	0.63	0.72
"511"	0.79	0.85	0.56	0.67
"512"	0.98	0.97	0.65	0.68
"513"	0.84	0.85	0.74	0.77
"514"	0.94	0.9	0.69	0.67
"515"	0.98	0.98	0.63	0.71
"516"	0.39	0.42	0.18	0.26
"517"	0.69	0.74	0.6	0.66
"518"	0.99	0.99	0.55	0.73
"519"	0.11	0.4	0.36	0.63
"520"	0.67	0.86	0.33	0.61
"521"	0.87	0.66	0.41	0.31
"522"	0.0569999999999999	0.16	0.0589999999999999	0.17
"523"	0.27	0.32	0.36	0.39
"524"	0.24	0.39	0.28	0.42
"525"	0.2	0.32	0.07	0.16
"526"	0.57	0.59	0.5	0.53
"527"	0.73	0.56	0.69	0.54
"528"	0.39	0.51	0.53	0.61
"529"	0.53	0.65	0.53	0.64
"530"	0.99	0.99	0.88	0.9
"531"	0.097	0.17	0.14	0.23
"532"	0.51	0.64	0.13	0.29
"533"	0.11	0.43	0.17	0.5
"534"	0.52	0.64	0.5	0.62
"535"	0.42	0.63	0.35	0.57
"536"	0.39	0.49	0.42	0.5
"537"	0.32	0.62	0.34	0.61
"538"	0.41	0.53	0.73	0.75
"539"	0.86	0.96	0.75	0.92
"540"	0.96	0.98	NA	NA
"541"	0.97	0.98	0.78	0.91
"542"	NA	NA	0.69	0.83
"543"	NA	NA	NA	NA
"544"	NA	NA	NA	NA
"545"	NA	NA	NA	NA
"546"	0.81	0.99	0.45	0.92
"547"	0.35	0.83	NA	NA
"548"	0.83	0.89	0.63	0.75
"549"	0.37	0.61	0.37	0.59
"550"	0.78	0.88	0.53	0.71
"551"	0.94	0.95	0.76	0.82
"552"	0.7	0.26	0.93	0.51
"553"	0.79	0.96	0.094	0.49
"554"	0.16	0.53	0.077	0.38
"555"	0.0499999999999999	0.0549999999999999	0.091	0.097
"556"	0.26	0.45	0.084	0.23
"557"	0.89	0.87	0.53	0.59
"558"	0.61	0.58	0.73	0.66
"559"	0.44	0.61	0.42	0.59
"560"	0.39	0.59	0.61	0.75
"561"	0.19	0.42	0.32	0.52
"562"	0.74	0.71	0.66	0.64
"563"	0.12	0.26	0.13	0.28
"564"	0.55	0.68	0.4	0.56
"565"	0.038	0.26	0.07	0.37
"566"	0.16	0.29	0.16	0.3
"567"	0.33	0.69	0.27	0.62
"568"	0.79	0.93	0.31	0.64
"569"	0.86	0.82	0.48	0.53
"570"	0.82	0.85	0.65	0.72
"571"	0.98	0.98	0.53	0.69
"572"	0.98	0.99	0.45	0.84
"573"	0.0639999999999999	0.19	0.11	0.27
"574"	0.11	0.21	0.0679999999999999	0.15
"575"	0.77	0.56	0.7	0.52
"576"	0.28	0.56	0.28	0.55
"577"	0.43	0.57	0.43	0.56
"578"	0.95	0.96	0.69	0.78
"579"	0.9	0.87	0.45	0.5
"580"	0.78	0.74	0.72	0.68
"581"	0.69	0.82	0.55	0.69
"582"	0.17	0.31	0.45	0.54
"583"	0.44	0.61	0.83	0.86
"584"	0.99	0.99	0.57	0.66
"585"	0.99	0.99	0.55	0.77
"586"	0.51	0.55	0.99	0.97
"587"	0.57	0.76	0.22	0.48
"588"	0.0549999999999999	0.11	0.0619999999999999	0.12
"589"	0.28	0.48	0.55	0.65
"590"	0.17	0.51	0.22	0.54
"591"	0.0549999999999999	0.11	0.072	0.14
"592"	0.094	0.24	0.16	0.34
"593"	0.9	0.66	0.67	0.47
"594"	0.18	0.2	0.24	0.26
"595"	0.77	0.81	0.48	0.58
"596"	0.085	0.2	0.17	0.33
"597"	0.17	0.12	0.25	0.18
"598"	0.13	0.0369999999999999	0.14	0.0509999999999999
"599"	0.08	0.17	0.1	0.22
"600"	0.54	0.64	0.4	0.53
"601"	0.32	0.47	0.36	0.49
"602"	0.67	0.64	0.67	0.63
"603"	0.42	0.55	0.28	0.44
"604"	0.12	0.11	0.15	0.14
"605"	0.97	0.84	0.27	0.21
"606"	0.8	0.95	0.38	0.7
"607"	0.51	0.62	0.79	0.82
"608"	0.49	0.66	0.52	0.67
"609"	0.74	0.79	0.65	0.71
"610"	0.98	0.99	0.16	0.48
"611"	0.95	0.97	0.54	0.71
"612"	0.24	0.23	0.16	0.18
"613"	0.75	0.73	0.12	0.2
"614"	0.4	0.41	0.36	0.38
"615"	0.45	0.56	0.6	0.67
"616"	0.24	0.38	0.81	0.81
"617"	0.49	0.62	0.82	0.85
"618"	0.5	0.17	0.38	0.14
"619"	0.37	0.0669999999999999	0.84	0.31
"620"	0.076	0.21	0.081	0.22
"621"	0.94	0.97	0.72	0.84
"622"	0.56	0.7	0.79	0.85
"623"	0.98	0.98	0.92	0.93
"624"	0.99	0.97	0.71	0.63
"625"	0.64	0.65	0.89	0.85
"626"	0.12	0.42	0.17	0.5
"627"	0.45	0.4	0.35	0.33
"628"	0.94	0.97	0.81	0.92
"629"	0.81	0.93	0.51	0.74
"630"	0.59	0.74	0.69	0.8
"631"	NA	NA	NA	NA
"632"	0.6	0.55	0.59	0.54
"633"	0.0309999999999999	0.0679999999999999	0.0679999999999999	0.13
"634"	0.54	0.41	0.88	0.72
"635"	0.11	0.32	0.4	0.61
"636"	0.0589999999999999	0.14	0.07	0.16
"637"	0.5	0.45	0.52	0.47
"638"	0.29	0.44	0.51	0.61
"639"	0.27	0.23	0.27	0.23
"640"	0.39	0.19	0.53	0.29
"641"	0.24	0.27	0.21	0.25
"642"	0.59	0.7	0.34	0.49
"643"	0.098	0.18	0.078	0.15
"644"	NA	NA	0.54	0.67
"645"	0.9	0.84	0.75	0.69
"646"	0.17	0.14	0.32	0.26
"647"	0.7	0.84	0.71	0.84
"648"	0.5	0.43	0.61	0.52
"649"	0.99	0.95	0.79	0.62
"650"	0.84	0.93	0.34	0.58
"651"	NA	NA	NA	NA
"652"	NA	NA	NA	NA
"653"	NA	NA	NA	NA
"654"	0.16	0.5	0.23	0.58
"655"	0.21	0.42	0.28	0.49
"656"	0.35	0.27	0.52	0.42
"657"	0.85	0.78	0.77	0.7
"658"	0.56	0.64	0.34	0.46
"659"	0.95	0.93	0.16	0.2
"660"	0.22	0.49	0.46	0.69
"661"	0.71	0.75	0.43	0.5
"662"	0.11	0.069	0.34	0.19
"663"	0.54	0.64	0.6	0.69
"664"	0.28	0.36	0.24	0.33
"665"	0.14	0.31	0.28	0.48
"666"	0.079	0.17	0.08	0.17
"667"	0.71	0.76	0.35	0.45
"668"	0.75	0.86	0.5	0.66
"669"	0.72	0.78	0.88	0.9
"670"	0.5	0.72	0.64	0.83
"671"	0.2	0.36	0.18	0.33
"672"	0.22	0.19	0.21	0.19
"673"	0.39	0.65	0.2	0.46
"674"	0.94	0.85	0.72	0.58
"675"	0.47	0.74	0.66	0.88
"676"	0.95	0.98	0.64	0.81
"677"	0.61	0.72	0.63	0.73
"678"	0.77	0.76	0.63	0.64
"679"	0.28	0.57	0.33	0.6
"680"	0.5	0.71	0.21	0.44
"681"	0.14	0.39	0.32	0.59
"682"	0.76	0.91	0.92	0.97
"683"	0.97	0.99	0.39	0.79
"684"	0.98	0.95	0.53	0.44
"685"	NA	NA	0.26	0.48
"686"	0.11	0.0599999999999999	0.13	0.0669999999999999
"687"	0.93	0.93	0.45	0.52
"688"	0.28	0.53	0.15	0.38
"689"	0.0369999999999999	0.11	0.0489999999999999	0.13
"690"	0.48	0.49	0.41	0.43
"691"	0.62	0.57	0.64	0.59
"692"	0.53	0.68	0.48	0.63
"693"	0.8	0.93	0.15	0.41
