	C1	C2	T1	T2
229	0.003761789	0.003807858	0.004418024	0.004353286
230	0.001450073	0.001610747	0.00126827	0.001444031
231	0.002236308	0.003146546	0.001421348	0.00346721
232	0.002951692	0.003869367	0.001457372	0.001895304
233	0.000786778	0.001277529	0.000563175	0.00051663
234	0.004610947	0.007078656	0.006052637	0.005468809
235	0.008151967	0.005778835	0.005093599	0.00531276
236	0.006714184	0.011637084	0.00877195	0.006937853
237	0.018283654	0.026923127	0.010095002	0.012243913
238	0.004544386	0.009239712	0.005583445	0.011813281
239	0.013772674	0.016467667	0.011920807	0.025256568
240	0.00368969	0.006307485	0.004107331	0.006958225
241	0.014094296	0.011086718	0.003801722	0.005886131
242	0.00197717	0.002127976	0.000796659	0.001178988
243	0.027398205	0.023476973	0.006849924	0.007084381
244	0.005226876	0.005391621	0.002918583	0.003267693
245	0.001230403	0.002123613	0.000876267	0.001232007
246	0.003321247	0.004845457	0.002884593	0.003759523
247	0.002150207	0.003983919	0.00228958	0.004456308
248	0.001014976	0.001597802	0.001276521	0.002217079
249	0.00095495	0.003854292	0.002192372	0.003772389
250	0.004579628	0.010829604	0.00597878	0.011310452
251	0.000833126	0.001188254	0.002954985	0.003513423
252	0.00643939	0.005371994	0.008606044	0.012503801
253	0.002588116	0.002548521	0.003843591	0.003819266
254	0.001403	0.002284544	0.002407774	0.001835834
255	0.005405749	0.004469742	0.005708896	0.003375241
256	0.001861169	0.001727217	0.005287185	0.003467379
257	0.001394168	0.002583737	0.006976487	0.004101228
258	0.001763017	0.004855448	0.007078996	0.003362289
259	0.00089627	0.001682328	0.005952036	0.003658376
260	0.004065742	0.004429599	0.006093641	0.006577466
261	0.001416152	0.001476134	0.002039756	0.002708158
262	0.00554879	0.00390382	0.003323883	0.003452512
263	0.002569128	0.001356144	0.002557182	0.001310649
264	0.000703047	0.000480071	0.000240229	0.000203576
265	0.022652859	0.015448479	0.003058131	0.00163914
266	0.002150207	0.00133184	0.000580387	0.001243626
267	0.001312393	0.001413004	0.001719672	0.000811456
268	0.000357805	0.000885811	0.004717113	0.001342037
269	0.000685351	0.001299246	0.001130903	0.000935977
270	0.000655167	0.001049287	0.000640795	0.001073869
271	0	0.000276047	0.000286549	0.000214724
272	0.000476365	0.000689876	0.000640056	0.000568172
273	0.000714088	0.000744501	0.000589037	0.000744392
274	0.000802787	0.000771489	0.000454093	0.000315318
275	0.002047615	0.002391546	0.001007781	0.00100802
276	0.0006821	0.001317633	0.000687945	0.000277127
277	0.000889101	0.001835781	0.001055476	0.00040293
278	0.000681226	0.001095035	0.000502357	0.000289571
279	0.001331424	0.002077436	0.000719632	0.000968934
280	0.001035437	0.001558077	0.00070453	0.001333767
281	0.000710113	0.000738314	0.000956578	0.000817942
282	0.000650683	0.000710846	0.000486741	0.0005158
283	0.005503558	0.00461508	0.002492403	0.00219461
284	0.002591721	0.001754416	0.000633774	0.000889436
285	0.009166526	0.004946818	0.001019385	0.000716636
286	0.001876942	0.001438207	0.000486993	0.000721479
287	0.001064164	0.001725481	0.001334973	0.001029308
288	0.002249153	0.003381399	0.001584087	0.002094299
289	0.001717043	0.001574261	0.000306033	0.001572257
290	0.001908384	0.001677413	0.000458135	0.001059537
291	0.00132155	0.003284008	0.001102309	0.002190749
292	0.004489941	0.004595847	0.001634768	0.002410225
293	0.002070783	0.001224239	0.00051295	0.000856713
294	0.005710816	0.003748947	0.000839716	0.001314208
295	0.009401174	0.006010586	0.001981001	0.002171858
296	0.002449843	0.002001254	0.001038631	0.001305509
297	0.008753203	0.005827518	0.000676074	0.000661232
298	0.002916623	0.00266352	0.001257195	0.00174649
299	0.002184055	0.002339938	0.001400389	0.001389246
300	0.001575934	0.001522334	0.001133127	0.001015671
301	0.005470335	0.005796597	0.003521008	0.002891883
302	0.00390499	0.003321457	0.001512066	0.001227389
303	0.004995664	0.004021019	0.002451468	0.002169251
304	0.002188554	0.001239437	0.000896412	0.001002202
305	0.002366952	0.002405861	0.001004516	0.001259305
306	0.000657216	0.000826357	0.000528422	0.000583739
307	0.001880686	0.00172475	0.0006863	0.000820241
308	0.003070266	0.002658821	0.000647957	0.00077842
309	0.003557521	0.001879926	0.000878611	0.000789531
310	0.001948589	0.001733151	0.000969308	0.00092709
311	0.002445189	0.002154438	0.000748957	0.000814016
312	0.004765698	0.004234692	0.000502838	0.000627914
313	0.01585199	0.010212345	0.002091849	0.001938686
314	0.00245853	0.001408095	0.000752753	0.00121519
315	0.009965436	0.00563682	0.001918203	0.002329932
316	0.021825446	0.01338932	0.005623689	0.00536761
317	0.002295296	0.004010878	0.007118699	0.004591506
318	0.011866133	0.007735356	0.003770041	0.001926352
319	0.001711383	0.00227844	0.002970402	0.002611
320	0.001670818	0.001251951	0.002001895	0.002484032
321	0.00098456	0.002057946	0.00229199	0.003016285
322	0.004520973	0.006246651	0.006017952	0.006753947
323	0.006242104	0.00426084	0.014114534	0.017935486
324	0.004779071	0.003701874	0.006575049	0.007844225
325	0.032481394	0.021043741	0.010869116	0.007034941
326	0.003679003	0.006029971	0.007261269	0.00781035
327	0.009205636	0.00794095	0.003826074	0.005051687
328	0.00206484	0.002546999	0.007296178	0.005479332
329	0.003752718	0.00274913	0.004232737	0.002819923
330	0.002656665	0.003294384	0.002982226	0.002271444
331	0.022782854	0.017471476	0.012440334	0.012180937
332	0.004089632	0.003869851	0.002342536	0.002274211
333	0.000786992	0.00118824	0.001207363	0.000827491
334	0.000787254	0.002001666	0.001014112	0.001774968
335	0.00043405	0.001832428	0.0009447	0.001761125
336	0.000501664	0.001722596	0.000891091	0.001104287
337	0.000443833	0.000686846	0.000340613	0.000448911
338	0.001793964	0.005259541	0.001789836	0.002565839
339	0.006550317	0.008280055	0.012313503	0.016584289
340	0.000683535	0.001627661	0.006660149	0.011523035
341	0.001888069	0.004435253	0.019415082	0.032763554
342	0.003424558	0.006756826	0.010414261	0.018197052
343	0.001369492	0.001979748	0.002011435	0.003075708
344	0.010213628	0.006434528	0.002354436	0.003283618
345	0.003241322	0.00271341	0.001083372	0.001219626
346	0.002129032	0.002999066	0.001758173	0.002434335
347	0.005002476	0.005311006	0.003298194	0.006596993
348	0.002116317	0.002467347	0.001879592	0.003412213
349	0.001184006	0.003614564	0.002674432	0.003200455
350	0.002699642	0.002451523	0.001134712	0.002145351
351	0.006207944	0.004520784	0.003386957	0.005455949
352	0.00617384	0.009380883	0.006185096	0.006208202
353	0.003078223	0.005161888	0.007806324	0.006653385
354	0.005463094	0.007854332	0.011698278	0.017051034
355	0.009678426	0.01646952	0.03288872	0.03703667
356	0.002784402	0.007525751	0.007401712	0.007143153
357	0.001570508	0.001592136	0.002606521	0.002031016
358	0.001912143	0.002715632	0.001768588	0.003470907
359	0.007280718	0.007300355	0.003637161	0.00723035
360	0.000935949	0.001787443	0.001317947	0.002741954
361	0.004520792	0.003520177	0.002393136	0.003463919
362	0.002472847	0.002012755	0.002641327	0.003032225
363	0.01121972	0.009891396	0.017921112	0.012743604
364	0.001699958	0.002079258	0.011230329	0.010481491
365	0.000934304	0.001646317	0.008275422	0.008173872
366	0.008176801	0.008373968	0.002211462	0.002762856
367	0.00302629	0.001488158	0.00107422	0.002067541
368	0.004771628	0.003460165	0.001250921	0.002109323
369	0.003670644	0.003797909	0.000892406	0.002652005
370	0.004983133	0.007189547	0.002961821	0.006268081
371	0.003642346	0.005413304	0.003887303	0.007747385
372	0.009274047	0.013072175	0.00554958	0.012444062
373	0.003028685	0.003749565	0.001689964	0.003630124
374	0.014297023	0.010917294	0.003478356	0.005194692
375	0.003221176	0.003491362	0.001041887	0.002677669
376	0.015246817	0.009504617	0.003455077	0.004803671
377	0.055404219	0.035132328	0.006444579	0.006590814
378	0.004050356	0.002934744	0.000854386	0.001601583
379	0.01785058	0.018760693	0.006989371	0.007215696
380	0.001840875	0.002183687	0.002079078	0.006186453
381	0.003156902	0.003728683	0.002686386	0.005049623
382	0.005332509	0.010447729	0.008291246	0.01412504
383	0.017250604	0.01926514	0.025523007	0.053267753
384	0.019130855	0.022049246	0.017911104	0.038565324
385	0.00680375	0.012705111	0.011098417	0.027639221
386	0.014189012	0.015352138	0.012638677	0.027809431
387	0.003999349	0.005616442	0.004958616	0.011519995
388	0.005897554	0.007262119	0.00384556	0.012269327
389	0.017735791	0.0137579	0.004359381	0.01302046
390	0.004097768	0.003151546	0.001466458	0.00371017
391	0.003683072	0.003086498	0.002532453	0.005818209
392	0.010492555	0.007714633	0.004365037	0.006884469
393	0.003706147	0.00381449	0.004863048	0.006006338
394	0.022109438	0.015543692	0.011035047	0.014486572
395	0.004969419	0.00495881	0.009893167	0.009365457
396	0.022194684	0.027609274	0.027156048	0.035476364
397	0.002334889	0.003561097	0.038649449	0.052823609
398	0.006336751	0.005695109	0.017764613	0.02001117
399	0.014786321	0.009598522	0.003640434	0.005340653
400	0.002838634	0.002734641	0.001143423	0.001118469
401	0.007922347	0.009947539	0.002692427	0.0017494
402	0.003245169	0.003354843	0.002600879	0.001603439
403	0.001102006	0.002000664	0.002229461	0.001544463
404	0.001668964	0.002073633	0.0019635	0.002153821
405	0.013884412	0.018716443	0.009505057	0.011896701
406	0.002399996	0.002655084	0.003713491	0.006859502
407	0.025609148	0.023566836	0.016364244	0.018341907
408	0.013314509	0.00779642	0.003719578	0.00527753
409	0.005426072	0.006961405	0.00437521	0.003970318
410	0.015058684	0.017844129	0.004518241	0.003783847
411	0.003164818	0.002796228	0.002021152	0.002666801
412	0.013482162	0.009562914	0.004185524	0.003983694
413	0.002323647	0.003310211	0.002211294	0.004050753
414	0.007531739	0.008849059	0.00253766	0.004982793
415	0.004480667	0.006770873	0.003602983	0.006616435
416	0.010801102	0.00663764	0.003549959	0.005284425
417	0.004068703	0.00206354	0.001566179	0.001933483
418	0.003879376	0.00387155	0.001851956	0.00226098
419	0.0473278	0.043522434	0.019095277	0.018265021
420	0.00838634	0.008044327	0.008981503	0.011469041
421	0.011636755	0.008123486	0.026651978	0.040537588
422	0.006179977	0.004668449	0.010822555	0.012723369
423	0.001234886	0.001615565	0.001050781	0.001389261
424	0.003302672	0.003037439	0.001423354	0.001941173
425	0.002178877	0.001745681	0.001196477	0.001937187
426	0.000725835	0.002062738	0.001380581	0.001857997
427	0.002784505	0.001647552	0.001712399	0.002753867
428	0.002446776	0.001873473	0.003409857	0.003842602
429	0.010087712	0.007302398	0.004749736	0.005409952
430	0.001706193	0.00122304	0.001176229	0.000743894
431	0.063617428	0.047061353	0.010600322	0.006109821
432	0.001602642	0.001504733	0.001335943	0.000664707
433	0.002373497	0.001288129	0.002411356	0.001818617
434	0.000774192	0.000687096	0.000396149	0.000614625
435	0.007029994	0.001030597	0.000828445	0.00081154
436	0.000667982	0.001374692	0.001153796	0.001157022
437	0.001850513	0.002232757	0.001046415	0.002092154
438	0.001594268	0.001330946	0.000649988	0.000837792
439	0.00710826	0.004109122	0.002702903	0.001306212
440	0.002245883	0.001879684	0.002048376	0.002065848
441	0.003865149	0.002726194	0.003254358	0.003991543
442	0.002840395	0.002591274	0.003309482	0.00344005
443	0.003790716	0.003765637	0.005995548	0.008078072
444	0.003677217	0.001394186	0.000669422	0.000990565
445	0.003264335	0.002149747	0.000703916	0.001230537
446	0.001655089	0.001557049	0.001054271	0.00163783
447	0.000401101	0.000588786	0.000316215	0.000986469
448	0.000801635	0.001427748	0.000947306	0.000577087
449	0.000901118	0.000964843	0.000700975	0.000744808
450	0.000250275	0.000587061	0.000455372	0.000576284
451	0.000850295	0.001172664	0.000909653	0.000695858
452	0.001749537	0.001673231	0.00220106	0.001701636
453	0.003041755	0.001337755	0.002856249	0.002105114
454	0.000996596	0.000919015	0.001460607	0.001170993
455	0.002189739	0.00175239	0.001217172	0.001837255
456	0.002440858	0.001506442	0.000420805	0.000813611
457	0.000996923	0.000670213	0.000386991	0.000503042
458	0.004725854	0.003099871	0.001447202	0.001175337
459	0.001939906	0.000755161	0.0010266	0.000768042
460	0.007225362	0.004517723	0.001770841	0.001080254
461	0.002721883	0.002012244	0.004914639	0.002785372
462	0.000544098	0.000586566	0.006651623	0.004991567
463	0.00227067	0.003132175	0.004969927	0.004019232
464	0.000394752	0.000876273	0.00376778	0.004615412
465	0.0012324	0.00258116	0.004228846	0.004969605
466	0.001977526	0.002258261	0.008698803	0.010705876
467	0.003147686	0.003469619	0.013587972	0.018834356
468	0.005707276	0.002406915	0.01662654	0.023617112
469	0.001919991	0.001892009	0.013959456	0.018064823
470	0.0396828	0.018082613	0.013805597	0.012365638
471	0.005024598	0.004066	0.004426568	0.002905377
472	0.016153401	0.010370261	0.003824793	0.002562948
473	0.00175617	0.002042987	0.002519353	0.002302437
474	0.001163427	0.001415315	0.002704751	0.00163711
475	0.000506657	0.00057543	0.001593737	0.001589453
476	0.002468903	0.003898461	0.004102098	0.004986109
477	0.001031605	0.000809459	0.001373272	0.002862686
478	0.002278374	0.004139204	0.002791673	0.004818432
479	0.001717397	0.002304108	0.003379554	0.003679102
480	0.002669711	0.003805196	0.004469958	0.004505119
481	0.004058769	0.002617685	0.003340311	0.003596636
482	0.023968534	0.014732749	0.015082491	0.013004783
483	0.002342789	0.002163379	0.009135458	0.008984296
484	0.001958799	0.001834871	0.012626217	0.009882727
485	0.004087433	0.00427764	0.026976848	0.020566452
486	0.006328461	0.003182564	0.008064369	0.007651423
487	0.012114904	0.011815576	0.03516185	0.028159336
488	0.003012864	0.004247001	0.022835123	0.021095833
489	0.001811339	0.00208585	0.02244894	0.023902997
490	0.011356221	0.03168131	0.034552057	0.041720379
491	0.004791257	0.006626797	0.01003103	0.011306971
492	0.005201391	0.006142635	0.015887822	0.019089477
493	0.027207333	0.049947169	0.048855371	0.056894918
494	0.001856708	0.00434936	0.010886558	0.012886779
495	0.001674233	0.002598487	0.003048597	0.003291589
496	0.001118431	0.004169444	0.001979004	0.002593402
497	0.004543952	0.007692634	0.003685073	0.005450597
498	0.002037366	0.00281505	0.002025874	0.002768646
499	0.002551073	0.004623103	0.002298054	0.003950845
500	0.002625401	0.003468123	0.001946261	0.002053684
501	0.002039041	0.00281333	0.00178683	0.001709132
502	0.00471733	0.004316003	0.003172914	0.002860267
503	0.002680126	0.002944782	0.001854215	0.002592669
504	0.002404638	0.002612083	0.001590216	0.002807943
505	0.000802701	0.001091471	0.000970429	0.001365147
506	0.003789126	0.004576068	0.002361564	0.003326979
507	0.011043555	0.009358467	0.003084678	0.004148581
508	0.001730677	0.001294899	0.000539602	0.000652037
509	0.012431042	0.009149629	0.002308468	0.002576869
510	0.001786429	0.002435347	0.001806333	0.002184724
511	0.001499391	0.002146231	0.001495959	0.002465378
512	0.001855517	0.003428516	0.001761344	0.003338326
513	0.003698124	0.002564598	0.002251793	0.00422505
514	0.003049496	0.005313653	0.003418415	0.009814823
515	0.003746185	0.005846234	0.003927939	0.006908342
516	0.007092272	0.007827595	0.005619129	0.006459393
517	0.004337056	0.004038632	0.002909604	0.003231273
518	0.003348247	0.003399916	0.002749239	0.003966087
519	0.002644103	0.003318826	0.002221979	0.003454621
520	0.002637887	0.002689065	0.004378177	0.005067217
521	0.003459608	0.002475707	0.004567626	0.006699671
522	0.002347339	0.002742796	0.001713044	0.00322817
523	0.007609015	0.00504742	0.001091891	0.00348428
524	0.026800607	0.014111768	0.002394239	0.002478804
525	0.02038941	0.011617624	0.002494574	0.003776131
526	0.016145259	0.010764041	0.006622354	0.007038732
527	0.003796903	0.003205392	0.003879472	0.003804048
528	0.000707554	0.000392334	0.001526952	0.001409428
529	0.005376144	0.004749392	0.002547054	0.003119005
530	0.014893687	0.008702785	0.004113594	0.004030044
531	0.002455996	0.003340327	0.002312494	0.002506088
532	0.055737166	0.058988172	0.01022124	0.009618814
533	0.001789577	0.005034633	0.002477071	0.005074146
534	0.008941808	0.026303365	0.011374255	0.027279088
535	0.001655501	0.001630307	0.006105317	0.014375357
536	0.008624707	0.018392469	0.034690446	0.045280222
537	0.003800432	0.004661804	0.026623425	0.034173219
538	0.0036135	0.009289311	0.003285471	0.00527468
