# chromosome	position	Xist_DMSO_1	Xist_DMSO_2	Xist_1M7_1	Xist_1M7_2
Xist	138	2	0	2	0
Xist	139	0	0	2	0
Xist	140	0	0	4	1
Xist	141	14	7	19	2
Xist	142	37	14	33	3
Xist	143	1	0	5	0
Xist	144	2	0	39	13
Xist	145	1	0	0	2
Xist	146	2	0	2	7
Xist	147	2	0	26	9
Xist	148	2	0	28	8
Xist	149	1	0	2	4
Xist	150	2	0	2	5
Xist	151	2	0	52	31
Xist	152	2	0	54	25
Xist	153	0	0	2	0
Xist	154	0	0	0	0
Xist	155	0	0	2	0
Xist	156	1	0	11	2
Xist	157	46	14	48	25
Xist	158	3	0	5	6
Xist	159	5	5	10	5
Xist	160	1	1	3	10
Xist	161	3	4	2	4
Xist	162	0	1	0	0
Xist	163	2	1	0	0
Xist	164	7	4	9	5
Xist	165	90	43	28	13
Xist	166	8	0	4	0
Xist	167	3	0	3	0
Xist	168	3	3	2	0
Xist	169	54	23	43	7
Xist	170	52	21	40	7
Xist	171	10	3	3	8
Xist	172	0	0	3	1
Xist	173	0	4	2	3
Xist	174	2	2	10	12
Xist	175	2	2	1	5
Xist	176	1	0	5	0
Xist	177	49	6	57	44
Xist	178	2	0	28	10
Xist	179	2	1	35	10
Xist	180	27	7	59	23
Xist	181	54	22	98	53
Xist	182	78	21	113	60
Xist	183	1	0	6	6
Xist	184	0	0	1	0
Xist	185	0	0	0	0
Xist	186	0	0	0	0
Xist	187	0	0	0	0
Xist	188	0	0	3	0
Xist	189	0	0	3	0
Xist	190	2	0	8	10
Xist	191	218	54	105	49
Xist	192	2950	1158	1537	570
Xist	193	25	12	17	6
Xist	194	13	3	19	6
Xist	195	5	1	40	28
Xist	196	7	6	58	33
Xist	197	1	3	16	5
Xist	198	3	1	5	4
Xist	199	2	2	4	2
Xist	200	0	0	2	0
Xist	201	0	1	3	0
Xist	202	12	12	14	5
Xist	203	1	2	10	1
Xist	204	3	2	8	1
Xist	205	0	0	6	9
Xist	206	0	1	10	5
Xist	207	13	4	27	8
Xist	208	12	3	30	12
Xist	209	1	0	13	3
Xist	210	0	0	1	1
Xist	211	2	0	9	11
Xist	212	24	15	92	63
Xist	213	130	65	169	114
Xist	214	8	1	50	24
Xist	215	13	0	42	12
Xist	216	6	0	20	16
Xist	217	43	10	168	82
Xist	218	32	8	83	31
Xist	219	7	0	2	6
Xist	220	98	39	88	43
Xist	221	11	1	13	18
Xist	222	8	4	13	7
Xist	223	10	2	10	6
Xist	224	27	6	182	100
Xist	225	8	10	70	41
Xist	226	32	14	217	110
Xist	227	25	7	80	31
Xist	228	1	0	1	1
Xist	229	1	0	9	9
Xist	230	52	18	49	37
Xist	231	3	0	11	4
Xist	232	3	2	23	5
Xist	233	9	2	55	24
Xist	234	3	0	26	12
Xist	235	5	1	51	28
Xist	236	9	0	57	39
Xist	237	13	0	87	32
Xist	238	3	0	6	1
Xist	239	1	0	5	0
Xist	240	3	0	5	0
Xist	241	5	0	19	1
Xist	242	56	17	60	32
Xist	243	2	0	42	29
Xist	244	5	2	42	37
Xist	245	1	1	25	22
Xist	246	1	1	25	18
Xist	247	1	0	28	16
Xist	248	4	2	56	39
Xist	249	70	61	134	87
Xist	250	1	0	4	7
Xist	251	12	9	13	16
Xist	252	4	1	42	16
Xist	253	10	1	77	25
Xist	254	7	6	40	11
Xist	255	19	17	34	12
Xist	256	2	6	5	4
Xist	257	33	1	109	115
Xist	258	26	1	51	61
Xist	259	1	0	5	0
Xist	260	17	13	27	12
Xist	261	10	2	19	20
Xist	262	6	0	8	12
Xist	263	5	3	4	4
Xist	264	268	122	132	67
Xist	265	12	11	48	38
Xist	266	6	6	13	9
Xist	267	26	4	28	14
Xist	268	24	7	48	34
Xist	269	26	4	40	14
Xist	270	17	1	28	12
Xist	271	4	0	9	0
Xist	272	10	7	11	3
Xist	273	5	2	1	0
Xist	274	2	0	0	0
Xist	275	19	5	36	11
Xist	276	333	137	195	125
Xist	277	19	0	27	7
Xist	278	38	17	70	41
Xist	279	16	0	39	15
Xist	280	31	3	60	38
Xist	281	7	1	51	22
Xist	282	1	0	12	6
Xist	283	1	0	84	41
Xist	284	4	1	100	62
Xist	285	2	1	31	22
Xist	286	0	1	27	12
Xist	287	2	2	18	20
Xist	288	4	6	35	22
Xist	289	3	1	3	8
Xist	290	7	1	28	25
Xist	291	5	10	4	3
Xist	292	13	2	13	15
Xist	293	16	4	2	2
Xist	294	114	56	103	79
Xist	295	114	56	105	71
Xist	296	14	3	3	3
Xist	297	11	3	1	0
Xist	298	7	4	1	0
Xist	299	160	79	65	55
Xist	300	10	12	3	1
Xist	301	9	5	3	1
Xist	302	103	50	40	14
Xist	303	16	3	7	0
Xist	304	3	0	1	0
Xist	305	0	0	1	0
Xist	306	1	0	3	0
Xist	307	0	0	1	0
Xist	308	0	0	0	0
Xist	309	1	0	2	0
Xist	310	0	0	0	0
Xist	311	1	0	6	3
Xist	312	68	46	62	28
Xist	313	23	11	22	10
Xist	314	2	11	10	5
Xist	315	2	2	6	1
Xist	316	40	22	44	31
Xist	317	5	1	24	19
Xist	318	6	3	22	31
Xist	319	1	2	12	12
Xist	320	9	0	11	21
Xist	321	48	18	77	79
Xist	322	35	14	65	75
Xist	323	2	5	75	66
Xist	324	52	12	67	51
Xist	325	6	2	25	4
Xist	326	0	1	2	1
Xist	327	2	0	16	21
Xist	328	1	1	1	0
Xist	329	22	22	77	31
Xist	330	19	23	49	29
Xist	331	2	0	22	34
Xist	332	11	0	28	21
Xist	333	5	4	25	17
Xist	334	7	4	6	8
Xist	335	5	8	4	1
Xist	336	0	3	1	0
Xist	337	0	0	7	4
Xist	338	65	43	40	47
Xist	339	1	1	15	0
Xist	340	9	0	21	13
Xist	341	6	0	4	6
Xist	342	6	0	2	0
Xist	343	3	0	2	0
Xist	344	6	0	5	0
Xist	345	42	33	23	27
Xist	346	3	0	5	3
Xist	347	6	5	5	11
Xist	348	6	1	3	8
Xist	349	9	0	2	7
Xist	350	0	0	2	3
Xist	351	3	4	4	4
Xist	352	0	0	0	0
Xist	353	0	0	5	6
Xist	354	12	7	22	15
Xist	355	2	4	25	37
Xist	356	8	8	43	40
Xist	357	5	3	11	20
Xist	358	12	9	25	24
Xist	359	17	4	7	7
Xist	360	34	15	18	8
Xist	361	10	2	2	5
Xist	362	56	19	81	29
Xist	363	32	13	68	27
Xist	364	2	0	1	3
Xist	365	2	0	1	3
Xist	366	13	13	11	10
Xist	367	6	13	3	5
Xist	368	0	0	2	0
Xist	369	2	0	2	5
Xist	370	20	6	8	13
Xist	371	11	1	14	15
Xist	372	2	0	2	0
Xist	373	6	2	0	3
Xist	374	1	0	1	0
Xist	375	1	0	0	1
Xist	376	3	1	6	10
Xist	377	0	0	0	0
Xist	378	2	1	0	2
Xist	379	2	0	7	10
Xist	380	0	0	4	25
Xist	381	1	2	2	14
Xist	382	0	0	0	5
Xist	383	1	5	2	0
Xist	384	37	43	32	12
Xist	385	6	2	5	1
Xist	386	8	2	25	9
Xist	387	7	2	5	7
Xist	388	6	2	1	7
Xist	389	5	2	1	1
Xist	390	8	3	9	3
Xist	391	114	85	61	26
Xist	392	0	6	1	0
Xist	393	0	0	1	0
Xist	394	3	0	7	10
Xist	395	41	18	64	34
Xist	396	0	0	1	0
Xist	397	4	1	1	2
Xist	398	0	3	2	1
Xist	399	1	0	24	37
Xist	400	6	0	25	31
Xist	401	2	0	9	5
Xist	402	0	0	20	5
Xist	403	0	3	24	6
Xist	404	2	6	18	8
Xist	405	0	0	18	13
Xist	406	0	0	9	12
Xist	407	10	8	23	37
Xist	408	20	24	43	61
Xist	409	9	7	9	19
Xist	410	16	6	8	3
Xist	411	2	0	5	4
Xist	412	0	0	6	6
Xist	413	8	0	23	11
Xist	414	83	61	81	58
Xist	415	15	9	24	26
Xist	416	20	5	38	38
Xist	417	8	3	32	12
Xist	418	5	2	23	9
Xist	419	35	15	49	28
Xist	420	12	4	21	11
Xist	421	0	0	8	0
Xist	422	0	0	4	0
Xist	423	0	0	3	0
Xist	424	1	0	0	0
Xist	425	2	0	0	0
Xist	426	17	9	6	2
Xist	427	165	108	89	36
Xist	428	2598	1159	1187	552
Xist	429	61	35	41	27
Xist	430	28	18	19	18
Xist	431	20	14	11	13
Xist	432	17	11	10	13
Xist	433	5	1	3	2
Xist	434	5	3	6	2
Xist	435	130	53	112	59
Xist	436	53	31	65	20
Xist	437	17	12	40	15
Xist	438	5	5	6	0
Xist	439	0	5	1	0
Xist	440	0	0	0	0
Xist	441	1	0	0	0
Xist	442	5	6	1	3
Xist	443	53	28	33	36
Xist	444	1077	543	492	240
Xist	445	12	8	10	17
Xist	446	5	0	0	6
Xist	447	2	0	5	0
Xist	448	4	0	37	11
Xist	449	20	6	60	24
Xist	450	0	1	14	8
Xist	451	0	0	8	7
Xist	452	4	0	12	6
Xist	453	11	6	2	6
Xist	454	4	6	1	6
Xist	455	9	12	5	12
Xist	456	43	44	19	21
Xist	457	19	24	23	30
Xist	458	19	26	24	43
Xist	459	10	20	16	34
Xist	460	10	20	15	19
Xist	461	11	21	6	12
Xist	462	78	38	34	34
Xist	463	106	50	47	38
Xist	464	13	11	5	6
Xist	465	0	0	3	0
Xist	466	1	1	9	4
Xist	467	0	0	6	7
Xist	468	0	0	4	7
Xist	469	0	0	8	1
Xist	470	1	1	3	4
Xist	471	1	0	13	8
Xist	472	2	0	18	14
Xist	473	0	1	6	5
Xist	474	0	2	5	7
Xist	475	32	14	32	25
Xist	476	98	46	68	36
Xist	477	59	27	32	24
Xist	478	16	0	14	10
Xist	479	2	0	4	6
Xist	480	7	1	29	20
Xist	481	34	17	51	35
Xist	482	8	6	19	23
Xist	483	2	3	15	9
Xist	484	2	2	9	7
Xist	485	22	16	20	13
Xist	486	3	8	12	10
Xist	487	0	0	0	0
Xist	488	0	0	0	0
Xist	489	0	0	0	1
Xist	490	0	0	2	1
Xist	491	24	13	14	13
Xist	492	653	324	276	181
Xist	493	24	11	17	20
Xist	494	4	1	4	5
Xist	495	1	0	8	13
Xist	496	4	2	5	3
Xist	497	6	0	6	5
Xist	498	0	0	3	1
Xist	499	3	0	5	7
Xist	500	0	2	0	1
Xist	501	2	5	2	1
Xist	502	1	2	4	3
Xist	503	2	3	2	1
Xist	504	0	0	1	0
Xist	505	0	0	1	0
Xist	506	29	29	12	24
Xist	507	3	1	3	1
Xist	508	2	0	9	12
Xist	509	3	0	1	6
Xist	510	2	0	0	0
Xist	511	2	0	0	0
Xist	512	2	0	0	0
Xist	513	11	10	7	11
Xist	514	2	0	0	0
Xist	515	1	0	2	4
Xist	516	2	0	0	1
Xist	517	0	0	1	1
Xist	518	0	0	1	0
Xist	519	3	0	1	0
Xist	520	0	1	0	1
Xist	521	1	0	4	4
Xist	522	2	0	4	5
Xist	523	0	0	0	0
Xist	524	0	0	1	1
Xist	525	25	8	20	15
Xist	526	98	42	57	45
Xist	527	74	33	38	31
Xist	528	10	8	7	13
Xist	529	1	0	0	1
Xist	530	0	0	2	0
Xist	531	1	1	6	2
Xist	532	11	13	13	8
Xist	533	51	24	20	14
Xist	534	54	25	12	24
Xist	535	27	15	8	15
Xist	536	6	4	4	5
Xist	537	2	0	2	0
Xist	538	0	0	1	0
Xist	539	0	0	0	0
Xist	540	0	0	0	0
Xist	541	0	0	0	0
Xist	542	0	0	0	0
Xist	543	0	0	0	0
Xist	544	0	0	0	0
Xist	545	2	0	0	1
Xist	546	4	1	4	2
Xist	547	18	3	11	5
Xist	548	85	29	35	17
Xist	549	505	222	159	124
Xist	550	1774	950	539	495
Xist	551	3996	2377	1165	1136
Xist	552	96	42	53	59
Xist	553	70	31	44	46
Xist	554	30	10	29	32
Xist	555	10	4	14	18
Xist	556	2	2	6	7
Xist	557	1	1	7	6
Xist	558	5	1	10	13
Xist	559	55	28	36	27
Xist	560	0	0	1	1
Xist	561	1	0	0	3
Xist	562	0	0	0	1
Xist	563	0	0	0	7
Xist	564	3	2	7	16
Xist	565	2	6	13	6
Xist	566	0	1	2	5
Xist	567	0	1	1	4
Xist	568	0	0	0	0
Xist	569	10	6	3	1
Xist	570	1	0	0	0
Xist	571	0	0	0	0
Xist	572	1	0	2	0
Xist	573	2	0	1	3
Xist	574	2	0	2	9
Xist	575	1	0	3	6
Xist	576	0	0	0	0
Xist	577	0	0	0	0
Xist	578	5	3	12	4
Xist	579	1	1	0	2
Xist	580	0	0	0	0
Xist	581	0	1	1	0
Xist	582	0	0	2	0
Xist	583	0	0	1	0
Xist	584	0	0	1	0
Xist	585	0	0	2	0
Xist	586	0	2	1	0
Xist	587	2	0	11	10
Xist	588	4	1	12	12
Xist	589	0	1	0	2
Xist	590	2	1	3	2
Xist	591	1	0	2	13
Xist	592	4	1	10	23
Xist	593	9	1	5	9
Xist	594	11	6	10	12
Xist	595	2	1	1	4
Xist	596	1	1	3	5
Xist	597	13	7	16	20
Xist	598	9	2	5	6
Xist	599	8	2	8	7
Xist	600	4	1	5	4
Xist	601	13	11	18	15
Xist	602	3	1	2	0
Xist	603	2	0	1	0
Xist	604	0	0	0	0
Xist	605	1	0	0	0
Xist	606	2	1	1	6
Xist	607	9	6	15	29
Xist	608	372	161	162	113
Xist	609	3	7	0	3
Xist	610	1	0	4	4
Xist	611	27	18	30	13
Xist	612	0	0	5	4
Xist	613	1	0	3	2
Xist	614	1	1	2	1
Xist	615	0	0	1	0
Xist	616	0	0	1	0
Xist	617	50	43	23	33
Xist	618	1	1	3	0
Xist	619	1	1	7	1
Xist	620	1	0	3	2
Xist	621	1	0	3	0
Xist	622	1	0	1	0
Xist	623	2	0	2	0
Xist	624	18	13	11	5
Xist	625	1	0	0	0
Xist	626	3	0	1	0
Xist	627	4	0	2	0
Xist	628	5	0	1	1
Xist	629	0	0	2	1
Xist	630	10	0	7	1
Xist	631	4	1	1	4
Xist	632	0	0	6	20
Xist	633	1	1	10	31
Xist	634	0	0	1	8
Xist	635	4	0	5	3
Xist	636	19	9	22	22
Xist	637	32	14	42	37
Xist	638	24	7	28	38
Xist	639	21	12	24	32
Xist	640	31	11	66	70
Xist	641	4	1	44	47
Xist	642	1	1	8	14
Xist	643	5	10	22	25
Xist	644	4	6	14	14
Xist	645	2	0	0	5
Xist	646	69	18	87	64
Xist	647	29	5	61	46
Xist	648	8	1	42	30
Xist	649	2	0	2	0
Xist	650	0	0	0	0
Xist	651	0	0	0	0
Xist	652	0	0	0	0
Xist	653	0	4	1	4
Xist	654	46	48	39	43
Xist	655	1343	685	600	383
Xist	656	38	21	28	40
Xist	657	12	12	13	29
Xist	658	6	9	8	10
Xist	659	5	8	6	1
Xist	660	13	16	25	15
Xist	661	130	81	77	58
Xist	662	26	8	35	24
Xist	663	26	8	18	12
Xist	664	25	8	9	7
Xist	665	29	14	23	14
Xist	666	83	64	62	54
Xist	667	6	8	7	9
Xist	668	5	7	7	9
Xist	669	9	12	8	9
Xist	670	65	44	28	18
Xist	671	17	18	18	16
Xist	672	20	16	22	20
Xist	673	19	17	16	22
Xist	674	21	17	13	18
Xist	675	21	19	13	19
Xist	676	25	20	19	19
Xist	677	71	58	47	57
Xist	678	18	18	6	0
Xist	679	0	0	4	0
Xist	680	0	0	7	4
Xist	681	2	0	26	11
Xist	682	1	0	19	4
Xist	683	1	2	4	4
Xist	684	1	1	0	0
Xist	685	2	0	21	17
Xist	686	9	2	46	43
Xist	687	4	0	0	0
Xist	688	6	1	3	0
Xist	689	40	33	31	14
Xist	690	152	109	97	84
Xist	691	124	70	64	84
Xist	692	29	14	25	53
Xist	693	13	3	44	43
Xist	694	48	17	76	67
Xist	695	57	20	77	66
Xist	696	81	26	103	87
Xist	697	111	37	125	102
Xist	698	22	6	32	23
Xist	699	5	3	9	6
Xist	700	1	2	1	0
Xist	701	0	0	0	0
Xist	702	0	0	0	0
Xist	703	0	0	0	0
Xist	704	0	0	2	0
Xist	705	5	3	5	1
Xist	706	105	75	61	41
Xist	707	1984	1044	855	486
Xist	708	23	12	9	11
Xist	709	8	6	24	16
Xist	710	2	5	13	10
Xist	711	1	0	9	0
Xist	712	2	1	12	5
Xist	713	0	0	1	0
Xist	714	4	1	2	2
Xist	715	98	66	38	24
Xist	716	0	0	1	0
Xist	717	2	1	5	0
Xist	718	0	0	2	0
Xist	719	0	0	0	0
Xist	720	0	0	0	0
Xist	721	3	0	3	1
Xist	722	31	9	17	10
Xist	723	0	2	3	2
Xist	724	5	0	2	17
Xist	725	1	0	1	3
Xist	726	0	0	0	0
Xist	727	5	0	7	12
Xist	728	2	0	8	13
Xist	729	45	25	46	40
Xist	730	3	5	31	31
Xist	731	1	3	25	30
Xist	732	16	9	43	33
Xist	733	3	3	39	34
Xist	734	2	1	7	18
Xist	735	2	1	7	1
Xist	736	57	13	38	41
Xist	737	0	0	5	5
Xist	738	6	0	41	54
Xist	739	27	16	53	78
Xist	740	13	6	33	53
Xist	741	19	1	58	48
Xist	742	15	1	23	15
Xist	743	0	3	3	10
Xist	744	93	36	63	47
Xist	745	5	3	2	3
Xist	746	2	2	12	19
Xist	747	45	26	98	115
Xist	748	166	142	209	291
Xist	749	9	5	20	23
Xist	750	5	4	10	18
Xist	751	4	8	9	14
Xist	752	3	2	19	19
Xist	753	7	4	50	78
Xist	754	3	3	46	52
Xist	755	8	17	63	76
Xist	756	15	12	106	112
Xist	757	12	6	100	103
Xist	758	2	1	62	72
Xist	759	3	0	9	3
Xist	760	2	0	16	4
Xist	761	9	2	58	68
Xist	762	5	1	56	51
Xist	763	2	0	56	58
Xist	764	3	0	61	64
Xist	765	0	0	52	30
Xist	766	1	0	38	25
Xist	767	4	3	7	17
Xist	768	1	0	25	8
Xist	769	25	18	127	166
Xist	770	0	1	32	27
Xist	771	16	6	116	116
Xist	772	4	2	20	37
Xist	773	34	20	175	191
Xist	774	22	17	126	132
Xist	775	0	5	49	51
Xist	776	2	1	86	97
Xist	777	4	2	129	113
Xist	778	2	3	108	85
Xist	779	10	14	42	47
Xist	780	1	3	15	37
Xist	781	7	4	23	37
Xist	782	37	51	45	40
Xist	783	30	27	64	69
Xist	784	15	17	37	45
Xist	785	18	4	67	92
Xist	786	16	22	164	199
Xist	787	12	21	102	106
Xist	788	6	2	71	63
Xist	789	41	70	189	218
Xist	790	2	2	20	18
Xist	791	1	2	29	84
Xist	792	6	2	101	130
Xist	793	5	1	8	12
Xist	794	54	51	169	335
Xist	795	59	66	124	287
Xist	796	14	27	106	154
Xist	797	3	8	60	106
Xist	798	0	4	43	56
Xist	799	61	33	219	394
Xist	800	25	20	97	192
Xist	801	5	28	35	83
Xist	802	5	1	15	23
Xist	803	3	0	8	18
Xist	804	1	4	5	0
Xist	805	10	8	13	1
Xist	806	2	1	22	52
Xist	807	3	1	32	91
Xist	808	5	1	91	179
Xist	809	4	1	77	126
Xist	810	1	2	63	175
Xist	811	22	33	137	203
Xist	812	37	41	155	208
Xist	813	3	1	47	46
Xist	814	11	6	41	38
Xist	815	127	112	248	268
Xist	816	26	14	26	43
Xist	817	47	55	81	66
Xist	818	7	9	58	100
Xist	819	6	10	45	54
Xist	820	4	5	121	148
Xist	821	3	0	52	69
Xist	822	7	3	48	78
Xist	823	10	18	13	13
Xist	824	7	3	17	27
Xist	825	61	70	150	221
Xist	826	57	64	141	215
Xist	827	4	4	39	29
Xist	828	5	9	23	57
Xist	829	1	6	8	32
Xist	830	0	1	12	24
Xist	831	0	1	8	21
Xist	832	5	8	7	14
Xist	833	0	0	7	1
Xist	834	0	2	11	7
Xist	835	0	4	7	12
Xist	836	0	7	74	119
Xist	837	0	2	17	12
Xist	838	5	0	9	21
Xist	839	17	7	46	57
Xist	840	8	6	33	17
Xist	841	1	1	10	4
Xist	842	8	13	46	89
Xist	843	4	4	19	41
Xist	844	26	28	384	663
Xist	845	18	24	151	224
Xist	846	2	0	39	45
Xist	847	2	0	48	67
Xist	848	18	16	337	438
Xist	849	126	176	542	712
Xist	850	3	2	93	84
Xist	851	6	9	199	308
Xist	852	19	26	175	334
Xist	853	9	14	126	303
Xist	854	5	3	13	47
Xist	855	9	4	30	46
Xist	856	50	64	158	406
Xist	857	7	14	48	80
Xist	858	3	1	27	17
Xist	859	3	4	38	15
Xist	860	32	28	154	366
Xist	861	33	27	145	346
Xist	862	21	21	101	176
Xist	863	9	11	37	79
Xist	864	38	57	256	388
Xist	865	61	109	382	642
Xist	866	3	4	47	147
Xist	867	2	0	36	97
Xist	868	4	7	76	66
Xist	869	11	8	190	271
Xist	870	15	7	228	355
Xist	871	18	30	217	408
Xist	872	9	2	66	71
Xist	873	4	4	49	78
Xist	874	67	66	170	375
Xist	875	97	176	248	309
Xist	876	103	176	257	356
Xist	877	34	54	114	106
Xist	878	12	11	140	160
Xist	879	10	9	136	198
Xist	880	13	11	187	264
Xist	881	6	2	23	21
Xist	882	14	2	21	44
Xist	883	28	22	53	133
Xist	884	32	9	55	164
Xist	885	24	7	42	175
Xist	886	2	4	36	145
Xist	887	5	3	12	47
Xist	888	28	19	71	178
Xist	889	26	15	82	161
Xist	890	0	11	14	14
Xist	891	5	5	221	241
Xist	892	7	5	211	236
Xist	893	0	0	2	3
Xist	894	25	26	17	27
Xist	895	254	359	210	399
Xist	896	10	4	21	65
Xist	897	12	3	22	14
Xist	898	13	3	27	38
Xist	899	0	7	10	29
Xist	900	0	0	3	30
Xist	901	1	2	12	13
Xist	902	10	9	30	67
Xist	903	5	0	25	61
Xist	904	7	1	28	33
Xist	905	4	1	82	123
Xist	906	4	0	79	122
Xist	907	14	19	221	428
Xist	908	19	17	383	580
Xist	909	16	16	192	275
Xist	910	4	0	13	0
Xist	911	9	15	73	53
Xist	912	91	125	118	160
Xist	913	4	3	19	76
Xist	914	13	24	142	216
Xist	915	11	12	138	210
Xist	916	11	11	130	211
Xist	917	1	1	35	77
Xist	918	3	3	10	46
Xist	919	15	2	66	143
Xist	920	3	23	14	83
Xist	921	7	6	15	93
Xist	922	5	0	26	41
Xist	923	3	0	164	356
Xist	924	7	0	207	388
Xist	925	0	6	50	62
Xist	926	0	1	23	70
Xist	927	1	1	20	61
Xist	928	4	1	19	57
Xist	929	1	12	12	7
Xist	930	9	8	257	350
Xist	931	3	0	149	197
Xist	932	5	6	126	219
Xist	933	1	0	24	86
Xist	934	2	2	122	200
Xist	935	1	3	92	120
Xist	936	2	0	3	11
Xist	937	7	0	17	10
Xist	938	4	1	36	41
Xist	939	2	0	4	9
Xist	940	14	28	18	78
Xist	941	2	8	20	7
Xist	942	3	1	12	49
Xist	943	0	1	8	27
Xist	944	12	10	22	25
Xist	945	8	3	13	21
Xist	946	0	3	5	0
Xist	947	0	0	40	73
Xist	948	0	4	24	52
Xist	949	13	19	19	32
Xist	950	0	4	8	16
Xist	951	8	6	211	269
Xist	952	21	45	194	290
Xist	953	23	34	193	256
Xist	954	14	21	168	232
Xist	955	2	1	33	68
Xist	956	8	8	122	228
Xist	957	1	5	36	66
Xist	958	2	6	15	0
Xist	959	3	12	75	91
Xist	960	9	37	25	44
Xist	961	1	0	21	20
Xist	962	12	3	117	329
Xist	963	11	2	99	290
Xist	964	1	4	12	55
Xist	965	1	1	12	24
Xist	966	0	2	159	147
Xist	967	0	1	54	14
Xist	968	5	2	68	164
Xist	969	10	16	32	61
Xist	970	7	4	20	64
Xist	971	3	8	9	40
Xist	972	1	2	14	0
Xist	973	8	9	108	91
Xist	974	8	10	107	91
Xist	975	5	1	53	48
Xist	976	4	3	20	16
Xist	977	3	0	20	25
Xist	978	9	8	79	128
Xist	979	36	32	91	182
Xist	980	5	0	57	84
Xist	981	1	0	43	73
Xist	982	1	7	66	114
Xist	983	15	11	112	164
Xist	984	9	8	36	31
Xist	985	17	17	384	624
Xist	986	14	14	320	522
Xist	987	13	4	113	121
Xist	988	14	18	131	130
Xist	989	83	108	307	302
Xist	990	0	3	21	76
Xist	991	3	6	12	23
