# chromosome	position	Xist_DMSO_1	Xist_DMSO_2	Xist_1M7_1	Xist_1M7_2
Xist	138	61	21	29	8
Xist	139	41	10	24	2
Xist	140	67	33	33	16
Xist	141	64	18	38	5
Xist	142	67	34	36	15
Xist	143	36	23	34	24
Xist	144	142	78	52	55
Xist	145	85	34	20	18
Xist	146	69	38	30	17
Xist	147	292	99	106	49
Xist	148	38	27	27	14
Xist	149	86	38	43	15
Xist	150	298	57	139	27
Xist	151	54	41	36	35
Xist	152	342	96	178	50
Xist	153	82	61	33	24
Xist	154	39	35	25	11
Xist	155	23	13	12	7
Xist	156	24	15	11	7
Xist	157	28	19	17	13
Xist	158	106	104	75	51
Xist	159	397	111	161	62
Xist	160	48	29	31	23
Xist	161	108	56	31	27
Xist	162	146	53	61	31
Xist	163	24	21	10	7
Xist	164	32	14	10	2
Xist	165	24	9	9	3
Xist	166	124	53	43	18
Xist	167	309	77	122	29
Xist	168	50	32	10	6
Xist	169	116	45	43	20
Xist	170	35	20	10	2
Xist	171	178	88	65	42
Xist	172	147	85	54	37
Xist	173	118	63	53	40
Xist	174	119	62	46	13
Xist	175	47	20	37	24
Xist	176	163	61	91	45
Xist	177	81	38	57	30
Xist	178	255	110	151	64
Xist	179	79	28	87	49
Xist	180	192	59	123	80
Xist	181	221	102	111	64
Xist	182	284	88	136	55
Xist	183	119	68	48	46
Xist	184	64	25	27	26
Xist	185	38	12	12	14
Xist	186	17	20	7	11
Xist	187	27	20	16	4
Xist	188	29	21	9	5
Xist	189	38	18	10	3
Xist	190	39	15	8	14
Xist	191	31	21	16	6
Xist	192	28	22	15	12
Xist	193	283	91	159	46
Xist	194	222	62	113	38
Xist	195	101	39	90	29
Xist	196	168	50	112	41
Xist	197	62	39	26	9
Xist	198	348	78	149	44
Xist	199	221	137	101	61
Xist	200	178	75	66	31
Xist	201	135	66	70	26
Xist	202	282	120	97	64
Xist	203	140	66	44	25
Xist	204	78	47	33	10
Xist	205	338	90	154	37
Xist	206	35	33	18	13
Xist	207	657	175	243	77
Xist	208	159	96	86	27
Xist	209	382	159	204	68
Xist	210	322	156	159	66
Xist	211	61	40	32	25
Xist	212	35	17	36	25
Xist	213	31	26	32	24
Xist	214	220	62	148	44
Xist	215	861	141	401	63
Xist	216	59	37	39	23
Xist	217	513	101	251	50
Xist	218	46	31	35	13
Xist	219	43	26	31	21
Xist	220	58	22	56	24
Xist	221	196	56	157	43
Xist	222	231	118	103	45
Xist	223	240	47	174	52
Xist	224	558	71	285	37
Xist	225	32	39	15	10
Xist	226	665	117	296	55
Xist	227	46	33	23	14
Xist	228	89	31	43	25
Xist	229	61	37	31	38
Xist	230	36	19	53	35
Xist	231	207	88	140	39
Xist	232	458	68	269	24
Xist	233	234	64	141	32
Xist	234	142	104	52	40
Xist	235	181	99	133	41
Xist	236	331	54	224	43
Xist	237	684	153	323	56
Xist	238	43	30	14	13
Xist	239	42	18	18	7
Xist	240	32	16	18	11
Xist	241	29	51	18	35
Xist	242	26	18	23	18
Xist	243	109	51	106	47
Xist	244	456	110	217	46
Xist	245	45	45	18	14
Xist	246	60	32	19	20
Xist	247	32	19	14	5
Xist	248	41	29	29	21
Xist	249	23	14	16	20
Xist	250	199	40	126	39
Xist	251	412	80	227	51
Xist	252	132	38	83	51
Xist	253	227	96	111	54
Xist	254	655	82	300	35
Xist	255	408	67	197	45
Xist	256	51	26	21	19
Xist	257	458	193	227	92
Xist	258	48	51	33	14
Xist	259	55	31	54	38
Xist	260	116	78	55	44
Xist	261	277	163	148	88
Xist	262	400	176	141	89
Xist	263	49	29	19	22
Xist	264	37	21	57	31
Xist	265	193	89	97	79
Xist	266	84	45	24	18
Xist	267	27	22	27	16
Xist	268	170	56	108	32
Xist	269	127	73	91	45
Xist	270	255	84	162	53
Xist	271	123	51	51	23
Xist	272	496	385	195	186
Xist	273	435	206	186	114
Xist	274	67	56	34	32
Xist	275	36	44	27	33
Xist	276	39	31	34	46
Xist	277	215	71	119	59
Xist	278	254	136	143	89
Xist	279	135	74	60	42
Xist	280	19	18	35	14
Xist	281	205	69	105	39
Xist	282	739	83	281	54
Xist	283	26	37	49	31
Xist	284	717	328	260	178
Xist	285	303	181	163	120
Xist	286	35	23	108	77
Xist	287	61	47	35	35
Xist	288	302	54	115	24
Xist	289	122	68	49	34
Xist	290	237	30	79	14
Xist	291	113	87	70	31
Xist	292	124	37	47	23
Xist	293	159	85	61	36
Xist	294	126	35	48	26
Xist	295	120	63	52	33
Xist	296	168	54	69	34
Xist	297	258	151	105	51
Xist	298	147	61	68	35
Xist	299	248	66	90	27
Xist	300	659	304	243	128
Xist	301	170	110	72	35
Xist	302	218	93	68	30
Xist	303	951	283	398	185
Xist	304	151	96	58	38
Xist	305	39	12	12	21
Xist	306	26	32	20	21
Xist	307	1363	783	524	453
Xist	308	109	58	56	32
Xist	309	340	208	152	129
Xist	310	147	71	93	42
Xist	311	53	26	40	22
Xist	312	129	85	85	94
Xist	313	260	132	123	62
Xist	314	154	69	43	49
Xist	315	48	45	40	22
Xist	316	83	51	40	23
Xist	317	221	67	110	53
Xist	318	1384	445	648	256
Xist	319	32	30	22	8
Xist	320	48	31	35	31
Xist	321	1311	762	611	534
Xist	322	120	58	55	37
Xist	323	50	20	98	49
Xist	324	22	29	24	18
Xist	325	411	101	283	117
Xist	326	66	71	17	42
Xist	327	502	121	240	51
Xist	328	48	23	18	7
Xist	329	1230	613	578	336
Xist	330	70	49	21	29
Xist	331	246	121	111	64
Xist	332	242	113	115	48
Xist	333	63	54	36	17
Xist	334	325	239	188	109
Xist	335	2656	1321	1102	813
Xist	336	178	41	73	14
Xist	337	133	56	74	25
Xist	338	172	96	70	35
Xist	339	1177	451	520	218
Xist	340	2301	941	927	520
Xist	341	865	482	418	196
Xist	342	242	76	99	16
Xist	343	353	100	166	47
Xist	344	382	137	165	47
Xist	345	1042	445	374	215
Xist	346	148	66	68	25
Xist	347	187	93	94	29
Xist	348	2073	819	835	437
Xist	349	2214	742	847	399
Xist	350	154	68	56	27
Xist	351	868	324	298	138
Xist	352	1893	503	760	244
Xist	353	82	68	59	27
Xist	354	5067	2593	2140	1489
Xist	355	108	80	122	70
Xist	356	1342	511	693	262
Xist	357	432	165	222	106
Xist	358	1080	376	502	137
Xist	359	524	235	196	56
Xist	360	2081	692	850	283
Xist	361	342	126	161	73
Xist	362	2721	924	1152	379
Xist	363	4482	1542	1777	745
Xist	364	151	90	90	36
Xist	365	369	135	123	41
Xist	366	4856	1678	2091	866
Xist	367	279	153	96	79
Xist	368	230	101	107	33
Xist	369	181	64	70	20
Xist	370	151	80	70	18
Xist	371	797	300	336	132
Xist	372	206	50	62	26
Xist	373	132	47	59	9
Xist	374	564	81	221	44
Xist	375	35	36	18	11
Xist	376	258	149	68	95
Xist	377	109	42	51	19
Xist	378	123	54	53	10
Xist	379	489	113	209	41
Xist	380	65	27	15	11
Xist	381	370	127	144	57
Xist	382	187	55	57	29
Xist	383	128	37	61	11
Xist	384	107	56	43	13
Xist	385	379	55	171	31
Xist	386	402	122	174	49
Xist	387	61	23	26	13
Xist	388	257	79	103	26
Xist	389	334	138	138	44
Xist	390	425	185	152	45
Xist	391	695	253	225	144
Xist	392	555	229	210	90
Xist	393	43	28	23	13
Xist	394	34	20	15	8
Xist	395	36	12	14	7
Xist	396	387	106	166	27
Xist	397	438	153	183	30
Xist	398	2188	448	828	166
Xist	399	70	29	28	22
Xist	400	1564	308	605	134
Xist	401	204	55	86	43
Xist	402	29	20	27	12
Xist	403	37	23	17	5
Xist	404	1603	357	684	152
Xist	405	175	45	84	24
Xist	406	221	76	87	24
Xist	407	94	51	86	49
Xist	408	859	281	377	104
Xist	409	256	87	84	38
Xist	410	269	110	113	50
Xist	411	210	128	107	66
Xist	412	58	34	38	23
Xist	413	59	28	25	14
Xist	414	52	38	40	18
Xist	415	205	72	86	43
Xist	416	1632	313	681	120
Xist	417	62	51	35	33
Xist	418	159	103	76	61
Xist	419	235	153	111	71
Xist	420	403	206	169	99
Xist	421	117	66	54	22
Xist	422	46	17	25	14
Xist	423	35	16	26	10
Xist	424	41	21	19	13
Xist	425	33	12	14	17
Xist	426	59	31	26	9
Xist	427	54	30	33	19
Xist	428	128	79	81	58
Xist	429	538	213	203	120
Xist	430	46	19	20	13
Xist	431	41	19	18	31
Xist	432	1815	559	684	259
Xist	433	38	24	12	8
Xist	434	32	22	17	3
Xist	435	2171	764	773	245
Xist	436	28	32	13	8
Xist	437	27	13	10	4
Xist	438	22	17	8	6
Xist	439	27	20	12	9
Xist	440	32	19	14	2
Xist	441	9	8	9	8
Xist	442	20	17	14	13
Xist	443	19	10	16	16
Xist	444	56	26	14	11
Xist	445	732	341	272	126
Xist	446	44	21	25	21
Xist	447	1305	423	517	142
Xist	448	846	170	344	56
Xist	449	743	196	284	67
Xist	450	115	83	50	22
Xist	451	103	63	50	22
Xist	452	47	17	17	11
Xist	453	720	386	241	132
Xist	454	169	95	48	57
Xist	455	91	51	33	17
Xist	456	71	55	13	13
Xist	457	928	384	303	166
Xist	458	184	121	63	50
Xist	459	197	88	79	42
Xist	460	134	60	64	80
Xist	461	616	353	222	142
Xist	462	440	191	147	61
Xist	463	455	278	162	84
Xist	464	218	129	83	65
Xist	465	77	43	31	16
Xist	466	593	301	170	126
Xist	467	189	107	55	47
Xist	468	475	258	167	73
Xist	469	432	189	127	62
Xist	470	2631	1135	848	395
Xist	471	51	25	22	13
Xist	472	2163	897	645	358
Xist	473	267	89	90	34
Xist	474	231	96	81	34
Xist	475	84	32	53	45
Xist	476	896	484	270	194
Xist	477	371	176	131	59
Xist	478	180	89	64	35
Xist	479	54	32	30	25
Xist	480	26	32	19	17
Xist	481	50	32	33	12
Xist	482	1452	711	489	246
Xist	483	53	32	45	36
Xist	484	148	86	45	47
Xist	485	971	461	303	185
Xist	486	418	271	167	106
Xist	487	66	48	20	20
Xist	488	37	27	17	6
Xist	489	28	14	13	10
Xist	490	40	14	9	6
Xist	491	37	19	11	4
Xist	492	56	38	30	22
Xist	493	733	350	229	131
Xist	494	91	47	25	24
Xist	495	146	81	39	23
Xist	496	456	254	163	97
Xist	497	683	375	193	171
Xist	498	177	102	65	27
Xist	499	64	54	35	12
Xist	500	242	128	89	39
Xist	501	111	59	38	17
Xist	502	342	194	133	83
Xist	503	701	480	203	172
Xist	504	112	86	38	37
Xist	505	52	38	16	18
Xist	506	93	59	26	15
Xist	507	550	333	163	122
Xist	508	539	250	137	120
Xist	509	178	100	67	40
Xist	510	227	184	70	77
Xist	511	193	158	54	56
Xist	512	275	191	78	68
Xist	513	342	275	87	89
Xist	514	219	127	92	61
Xist	515	75	43	26	16
Xist	516	800	528	231	215
Xist	517	156	91	36	31
Xist	518	249	169	71	69
Xist	519	160	118	43	51
Xist	520	834	634	237	239
Xist	521	115	82	37	41
Xist	522	1926	1057	558	465
Xist	523	39	40	14	17
Xist	524	46	36	15	10
Xist	525	303	118	92	67
Xist	526	579	400	171	144
Xist	527	432	195	124	89
Xist	528	125	58	46	27
Xist	529	78	37	35	28
Xist	530	25	18	9	4
Xist	531	13	10	23	10
Xist	532	40	14	17	12
Xist	533	718	564	205	264
Xist	534	350	186	82	68
Xist	535	407	254	135	105
Xist	536	246	131	88	63
Xist	537	51	31	15	19
Xist	538	20	18	8	7
Xist	539	11	19	9	2
Xist	540	11	15	7	7
Xist	541	16	20	4	5
Xist	542	6	13	8	3
Xist	543	10	10	1	4
Xist	544	5	8	2	4
Xist	545	11	3	7	4
Xist	546	15	12	4	4
Xist	547	14	6	7	5
Xist	548	18	10	9	7
Xist	549	37	23	12	17
Xist	550	132	61	27	42
Xist	551	143	91	59	50
Xist	552	156	137	39	92
Xist	553	52	17	17	14
Xist	554	36	12	25	8
Xist	555	18	9	28	11
Xist	556	18	9	14	4
Xist	557	15	16	9	5
Xist	558	34	18	14	9
Xist	559	374	147	119	69
Xist	560	18	14	7	9
Xist	561	16	16	12	12
Xist	562	38	32	25	24
Xist	563	32	24	15	21
Xist	564	72	50	18	23
Xist	565	18	22	19	18
Xist	566	89	47	30	18
Xist	567	17	24	12	4
Xist	568	70	54	17	29
Xist	569	30	35	9	18
Xist	570	107	103	37	63
Xist	571	37	27	9	6
Xist	572	28	27	7	4
Xist	573	100	77	38	59
Xist	574	75	57	33	43
Xist	575	30	19	23	16
Xist	576	66	45	30	42
Xist	577	64	34	19	16
Xist	578	61	39	18	18
Xist	579	513	235	159	120
Xist	580	41	24	17	14
Xist	581	64	34	27	18
Xist	582	76	52	25	41
Xist	583	60	30	23	21
Xist	584	89	72	21	33
Xist	585	75	46	18	16
Xist	586	93	77	29	36
Xist	587	33	40	13	16
Xist	588	837	350	289	173
Xist	589	64	36	15	18
Xist	590	84	36	28	14
Xist	591	56	42	38	54
Xist	592	150	87	70	41
Xist	593	68	44	35	28
Xist	594	277	116	147	75
Xist	595	63	45	34	14
Xist	596	19	17	15	20
Xist	597	25	17	16	16
Xist	598	128	75	63	31
Xist	599	257	121	109	68
Xist	600	169	135	85	39
Xist	601	332	134	132	62
Xist	602	426	240	180	95
Xist	603	96	52	30	36
Xist	604	56	26	17	9
Xist	605	25	25	11	17
Xist	606	17	15	15	14
Xist	607	26	19	17	15
Xist	608	87	38	36	17
Xist	609	105	73	53	48
Xist	610	59	33	28	19
Xist	611	45	38	21	10
Xist	612	113	53	47	47
Xist	613	98	61	42	35
Xist	614	195	111	59	39
Xist	615	87	42	25	14
Xist	616	59	38	17	6
Xist	617	60	40	17	11
Xist	618	96	59	43	26
Xist	619	526	275	176	127
Xist	620	28	22	15	10
Xist	621	115	73	40	31
Xist	622	84	67	35	26
Xist	623	288	138	71	45
Xist	624	207	126	68	66
Xist	625	381	191	107	75
Xist	626	135	90	55	35
Xist	627	295	156	115	68
Xist	628	214	124	83	61
Xist	629	172	90	72	39
Xist	630	102	75	37	26
Xist	631	389	245	131	96
Xist	632	126	59	59	51
Xist	633	2853	1209	985	469
Xist	634	120	61	38	21
Xist	635	155	96	37	27
Xist	636	106	53	92	71
Xist	637	543	276	181	117
Xist	638	373	152	129	73
Xist	639	71	38	44	41
Xist	640	459	247	173	116
Xist	641	135	65	67	68
Xist	642	33	50	18	21
Xist	643	400	192	175	119
Xist	644	44	35	22	14
Xist	645	19	24	12	26
Xist	646	383	154	184	115
Xist	647	51	39	23	9
Xist	648	60	34	22	14
Xist	649	37	31	31	14
Xist	650	27	19	8	11
Xist	651	23	26	14	6
Xist	652	42	22	21	12
Xist	653	31	29	21	13
Xist	654	40	34	29	17
Xist	655	108	85	62	56
Xist	656	489	234	198	100
Xist	657	157	135	91	53
Xist	658	77	52	57	29
Xist	659	46	44	26	18
Xist	660	60	36	25	23
Xist	661	172	122	83	53
Xist	662	132	98	50	30
Xist	663	352	257	105	78
Xist	664	172	96	104	50
Xist	665	108	50	56	30
Xist	666	137	61	63	23
Xist	667	122	77	54	40
Xist	668	91	74	28	27
Xist	669	62	44	14	16
Xist	670	60	55	18	13
Xist	671	266	96	88	54
Xist	672	416	161	129	63
Xist	673	62	58	35	16
Xist	674	181	133	139	65
Xist	675	118	112	60	41
Xist	676	133	93	42	33
Xist	677	201	150	85	69
Xist	678	556	225	182	109
Xist	679	183	74	106	47
Xist	680	146	77	86	47
Xist	681	358	153	147	50
Xist	682	177	87	76	35
Xist	683	87	96	52	40
Xist	684	450	180	216	76
Xist	685	85	74	70	44
Xist	686	2547	909	876	422
Xist	687	153	75	64	38
Xist	688	151	79	63	29
Xist	689	184	105	102	62
Xist	690	317	193	147	122
Xist	691	590	318	207	114
Xist	692	204	175	105	100
Xist	693	86	43	68	55
Xist	694	93	79	66	82
Xist	695	251	99	129	76
Xist	696	172	64	107	30
Xist	697	359	159	161	79
Xist	698	149	93	75	43
Xist	699	50	20	25	32
Xist	700	40	39	16	5
Xist	701	42	17	19	6
Xist	702	23	21	13	6
Xist	703	21	7	8	5
Xist	704	26	15	6	6
Xist	705	29	20	24	4
Xist	706	54	27	22	7
Xist	707	99	47	41	30
Xist	708	267	102	140	63
Xist	709	337	146	151	67
Xist	710	73	42	33	11
Xist	711	157	79	87	31
Xist	712	161	103	69	56
Xist	713	132	60	44	30
Xist	714	120	47	56	24
Xist	715	103	52	34	23
Xist	716	210	46	83	34
Xist	717	324	120	127	62
Xist	718	107	57	51	25
Xist	719	109	90	54	38
Xist	720	126	82	39	28
Xist	721	158	80	62	39
Xist	722	84	52	23	22
Xist	723	178	67	77	41
Xist	724	93	74	39	34
Xist	725	123	63	51	24
Xist	726	124	64	66	49
Xist	727	70	40	34	32
Xist	728	187	123	81	146
Xist	729	56	46	41	34
Xist	730	832	373	343	182
Xist	731	87	72	38	26
Xist	732	75	50	50	47
Xist	733	486	175	283	97
Xist	734	61	45	23	30
Xist	735	102	81	41	20
Xist	736	135	92	106	42
Xist	737	337	149	174	104
Xist	738	143	88	96	74
Xist	739	130	61	94	57
Xist	740	89	54	88	71
Xist	741	283	266	136	302
Xist	742	36	93	16	92
Xist	743	204	143	115	77
Xist	744	278	146	142	120
Xist	745	339	295	247	257
Xist	746	60	70	79	86
Xist	747	73	133	58	106
Xist	748	59	42	86	82
Xist	749	164	66	143	68
Xist	750	178	127	125	109
Xist	751	160	86	91	53
Xist	752	335	117	332	191
Xist	753	87	64	87	82
Xist	754	166	165	135	150
Xist	755	62	45	64	62
Xist	756	135	95	159	194
Xist	757	132	85	78	107
Xist	758	42	64	69	114
Xist	759	197	141	115	167
Xist	760	108	89	79	57
Xist	761	527	260	222	190
Xist	762	100	93	48	80
Xist	763	109	96	89	106
Xist	764	637	362	297	306
Xist	765	133	153	150	109
Xist	766	95	142	116	156
Xist	767	78	89	105	124
Xist	768	165	170	188	152
Xist	769	265	225	319	323
Xist	770	316	163	324	253
Xist	771	206	153	224	191
Xist	772	80	83	59	80
Xist	773	199	179	168	262
Xist	774	375	390	208	380
Xist	775	121	122	174	163
Xist	776	72	77	92	150
Xist	777	123	109	110	123
Xist	778	81	194	160	322
Xist	779	154	164	315	332
Xist	780	278	267	228	236
Xist	781	195	184	162	161
Xist	782	438	433	270	402
Xist	783	297	250	216	282
Xist	784	128	118	159	313
Xist	785	76	122	182	286
Xist	786	171	132	487	505
Xist	787	117	173	75	180
Xist	788	107	117	116	182
Xist	789	84	104	188	296
Xist	790	140	141	332	451
Xist	791	124	167	263	339
Xist	792	112	121	138	191
Xist	793	441	480	424	596
Xist	794	97	89	84	156
Xist	795	228	373	221	328
Xist	796	408	299	262	359
Xist	797	120	111	120	129
Xist	798	87	110	122	152
Xist	799	139	158	199	276
Xist	800	241	341	321	387
Xist	801	79	99	93	153
Xist	802	167	288	209	382
Xist	803	129	178	282	265
Xist	804	94	129	184	285
Xist	805	231	311	115	270
Xist	806	163	135	134	112
Xist	807	83	90	213	296
Xist	808	157	151	185	163
Xist	809	397	233	441	399
Xist	810	181	158	135	175
Xist	811	220	271	303	317
Xist	812	265	510	438	854
Xist	813	223	340	238	266
Xist	814	112	173	143	253
Xist	815	106	153	171	242
Xist	816	312	458	410	693
Xist	817	204	268	256	331
Xist	818	610	683	688	616
Xist	819	203	291	189	296
Xist	820	172	165	173	155
Xist	821	115	143	119	182
Xist	822	92	105	93	199
Xist	823	286	364	272	314
Xist	824	104	90	96	122
Xist	825	283	346	231	321
Xist	826	197	207	193	144
Xist	827	160	280	245	496
Xist	828	83	184	104	126
Xist	829	275	390	316	459
Xist	830	153	291	161	154
Xist	831	171	199	161	156
Xist	832	994	772	632	788
Xist	833	113	170	117	122
Xist	834	133	200	118	107
Xist	835	82	110	93	192
Xist	836	130	144	145	206
Xist	837	230	261	199	326
Xist	838	137	206	192	221
Xist	839	398	483	385	511
Xist	840	215	208	208	187
Xist	841	184	189	271	342
Xist	842	141	148	176	311
Xist	843	136	162	326	546
Xist	844	187	211	219	254
Xist	845	215	222	206	233
Xist	846	138	141	284	339
Xist	847	97	102	227	221
Xist	848	213	174	182	220
Xist	849	441	398	317	439
Xist	850	62	108	94	171
Xist	851	321	355	425	384
Xist	852	888	771	702	904
Xist	853	102	127	122	191
Xist	854	466	609	462	756
Xist	855	159	189	176	324
Xist	856	256	239	297	453
Xist	857	195	243	203	274
Xist	858	140	184	141	175
Xist	859	445	525	398	520
Xist	860	248	312	263	278
Xist	861	89	102	164	278
Xist	862	193	247	431	786
Xist	863	189	299	400	650
Xist	864	239	209	304	374
Xist	865	845	837	654	904
Xist	866	122	124	132	184
Xist	867	295	261	278	370
Xist	868	176	192	270	271
Xist	869	920	564	837	648
Xist	870	150	280	212	320
Xist	871	689	990	757	972
Xist	872	150	329	146	329
Xist	873	181	388	282	504
Xist	874	256	309	210	411
Xist	875	1259	1470	1241	1344
Xist	876	209	165	159	343
Xist	877	368	493	368	576
Xist	878	310	374	430	720
Xist	879	312	362	471	512
Xist	880	206	226	302	421
Xist	881	180	369	197	234
Xist	882	310	548	311	356
Xist	883	329	423	284	489
Xist	884	433	323	447	522
Xist	885	152	168	154	242
Xist	886	509	707	522	734
Xist	887	152	255	165	276
Xist	888	265	313	475	603
Xist	889	386	327	599	713
Xist	890	202	279	166	247
Xist	891	451	362	385	548
Xist	892	329	285	269	485
Xist	893	271	322	234	299
Xist	894	297	411	220	323
Xist	895	324	382	273	265
Xist	896	265	394	191	485
Xist	897	170	196	132	177
Xist	898	241	265	242	316
Xist	899	540	707	476	759
Xist	900	172	259	123	191
Xist	901	165	271	158	233
Xist	902	346	592	303	650
Xist	903	146	258	136	256
Xist	904	130	208	156	239
Xist	905	164	205	311	575
Xist	906	188	281	274	477
Xist	907	112	168	163	325
Xist	908	115	215	338	730
Xist	909	155	215	151	288
Xist	910	134	252	218	321
Xist	911	304	432	306	526
Xist	912	779	888	628	772
Xist	913	211	254	233	469
Xist	914	178	318	139	441
Xist	915	178	224	176	240
Xist	916	136	192	148	304
Xist	917	120	178	114	274
Xist	918	192	208	195	276
Xist	919	84	133	84	144
Xist	920	584	760	573	579
Xist	921	149	217	116	170
Xist	922	260	275	286	287
Xist	923	202	241	199	203
Xist	924	316	380	334	490
Xist	925	106	153	147	242
Xist	926	120	206	116	164
Xist	927	259	575	240	575
Xist	928	129	183	122	227
Xist	929	208	226	186	262
Xist	930	140	250	214	338
Xist	931	228	278	212	404
Xist	932	256	487	252	450
Xist	933	239	283	354	345
Xist	934	392	417	417	492
Xist	935	141	276	139	191
Xist	936	136	178	153	154
Xist	937	434	287	464	285
Xist	938	151	304	155	335
Xist	939	214	238	174	219
Xist	940	150	206	117	154
Xist	941	379	277	430	339
Xist	942	52	100	73	149
Xist	943	597	575	639	575
Xist	944	53	93	62	75
Xist	945	158	164	199	201
Xist	946	129	171	121	183
Xist	947	204	289	161	439
Xist	948	163	288	136	292
Xist	949	127	177	140	117
Xist	950	377	225	474	464
Xist	951	193	246	231	271
Xist	952	147	244	203	352
Xist	953	505	410	629	425
Xist	954	228	185	339	363
Xist	955	160	244	210	436
Xist	956	71	149	134	208
Xist	957	144	182	299	343
Xist	958	203	289	215	320
Xist	959	169	272	177	228
Xist	960	607	564	503	536
Xist	961	140	151	122	200
Xist	962	441	433	340	464
Xist	963	207	274	183	260
Xist	964	140	199	144	196
Xist	965	95	187	207	267
Xist	966	540	298	565	315
Xist	967	149	252	179	191
Xist	968	176	351	198	293
Xist	969	470	319	502	311
Xist	970	218	484	230	455
Xist	971	173	238	174	254
Xist	972	232	290	206	300
Xist	973	87	163	97	139
Xist	974	192	163	208	169
Xist	975	134	262	150	226
Xist	976	88	147	83	141
Xist	977	200	306	279	398
Xist	978	231	303	288	499
Xist	979	513	547	567	536
Xist	980	134	184	179	235
Xist	981	107	171	221	307
Xist	982	226	297	210	392
Xist	983	168	225	166	232
Xist	984	231	190	321	225
Xist	985	105	177	137	205
Xist	986	76	109	116	139
Xist	987	143	399	508	987
Xist	988	192	190	237	269
Xist	989	184	200	243	269
